,PIN,Sex,Region,Year,Major,Grade,HSG,IndGrd2,AC1,AC2,SAT,IndGrd
786,N391119424207,M,North America,ay1819,PHILOSOPHY,80.31935106,3,81.7865118075,Philosophy,Arts & Humanities,690,0.0
787,N392119423207,F,Singapore,ay1819,URBAN STUDIES,77.29007808,2,69.533165245,Urban Studies,Psychology,800,0.0
788,N393119421207,M,Singapore,ay1819,PSYCHOLOGY,78.91105913,4,78.009074945,Psychology,Philosophy,800,0.0
789,N394119418207,F,Singapore,ay1819,LITERATURE,76.69881048,4,70.264886315,Literature,Psychology,690,0.0
790,N395119414207,M,Singapore,ay1819,ARTS AND HUMANITIES,71.75399136,3,57.9114302575,Arts & Humanities,Life Sciences,790,0.0
791,N396119413207,F,Europe,ay1819,PHYSICAL SCIENCES,85.50855372,4,87.3596549075,Physical Sciences,Arts & Humanities,790,1.0
792,N397119412207,F,East Asia,ay1819,LIFE SCIENCES,77.38017848,4,74.8256256675,Life Sciences,Physical Sciences,780,0.0
793,N398119410207,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",86.96291559,3,91.6343097775,"Philosophy, Politics and Economics",Undecided,760,1.0
794,N300119414208,F,Singapore,ay1819,ANTHROPOLOGY,81.92932276,4,79.8474044425,Anthropology,Life Sciences,710,0.0
795,N301119413208,F,Other,ay1819,PHYSICAL SCIENCES,72.31701034,3,54.1352607575,Physical Sciences,Environmental Studies,620,0.0
796,N302119412208,F,North America,ay1819,LIFE SCIENCES,80.83612291,4,78.9088215725,Life Sciences,History,620,0.0
797,N303119410208,F,Other,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.18888351,3,63.5115641725,"Mathematical, Computational and Statistical Sciences",Life Sciences,650,0.0
798,N304119408208,F,Southeast Asia,ay1819,Undecided,82.21623428,4,87.1128387175,Undecided,Psychology,770,1.0
799,N305119405208,F,Singapore,ay1819,PSYCHOLOGY,81.02403104,3,71.2270615275,Psychology,Arts & Humanities,720,0.0
800,N306119401208,F,Singapore,ay1819,PSYCHOLOGY,75.59392525,3,71.1564870525,Psychology,Urban Studies,610,0.0
801,N307119402208,F,Singapore,ay1819,URBAN STUDIES,78.39379722,4,66.5371511775,Urban Studies,Environmental Studies,730,0.0
802,N308119425208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",70.47719662,2,55.79005422,"Philosophy, Politics and Economics",Global Affairs,600,0.0
803,N309119424208,F,Southeast Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.29412087,4,78.79990065,"Philosophy, Politics and Economics",Global Affairs,800,0.0
804,N310119413208,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,78.50688507,3,72.697346225,Environmental Studies,Global Affairs,670,0.0
805,N311119412208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",90.44306738,4,90.1018216875,"Philosophy, Politics and Economics",Global Affairs,770,1.0
806,N312119410208,M,Europe,ay1819,LIFE SCIENCES,81.31468706,3,75.841982795,Life Sciences,Global Affairs,780,0.0
807,N313119408208,F,South Asia,ay1819,ECONOMICS,77.6200782,4,75.2947318775,Economics,Undecided,780,0.0
808,N314119405208,F,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.77034769,4,84.350135815,"Mathematical, Computational and Statistical Sciences",Philosophy,780,0.0
809,N315119401208,M,Singapore,ay1819,LITERATURE,75.93856442,3,68.010529575,Literature,"Philosophy, Politics and Economics",680,0.0
810,N316119402208,F,Europe,ay1819,LIFE SCIENCES,80.78430083,3,73.454415455,Life Sciences,Physical Sciences,610,0.0
811,N317119425208,M,Singapore,ay1819,ANTHROPOLOGY,78.98465922,3,77.1898404375,Anthropology,Anthropology,710,0.0
812,N318119424208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.62174824,3,64.25966122,"Philosophy, Politics and Economics",History,710,0.0
813,N319119423208,F,North America,ay1819,LIFE SCIENCES,80.31219061,1,76.6084873925,Life Sciences,Physical Sciences,760,0.0
814,N320119412208,M,South Asia,ay1819,Undecided,78.12383727,1,71.02678489,Undecided,"Philosophy, Politics and Economics",740,0.0
815,N321119410208,F,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.68313454,1,68.359970785,"Mathematical, Computational and Statistical Sciences",Physical Sciences,790,0.0
816,N322119408208,M,Singapore,ay1819,HISTORY,78.37297867,4,71.5609830025,History,"Philosophy, Politics and Economics",730,0.0
817,N324119401208,F,Singapore,ay1819,PSYCHOLOGY,87.78879287,4,92.72364089,Psychology,"Mathematical, Computational and Statistical Sciences",800,1.0
818,N325119402208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.35341030000002,4,76.32174831,"Philosophy, Politics and Economics",Literature,720,0.0
819,N326119425208,M,East Asia,ay1819,ECONOMICS,69.51487048,4,74.89725974,Economics,Life Sciences,800,0.0
820,N327119424208,F,Southeast Asia,ay1819,URBAN STUDIES,76.72053619,4,70.2813213675,Urban Studies,"Philosophy, Politics and Economics",780,0.0
821,N328119423208,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,74.31526843,4,61.3178533425,Environmental Studies,Arts & Humanities,710,0.0
822,N329119421208,F,South Asia,ay1819,PSYCHOLOGY,77.222021,2,70.5187103975,Psychology,Global Affairs,730,0.0
823,N330119410208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",83.43765686,4,84.810332425,"Philosophy, Politics and Economics",Physical Sciences,760,0.0
824,N331119408208,F,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.73433378,2,65.13830338,"Philosophy, Politics and Economics",Global Affairs,780,0.0
825,N332119405208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.84307738,3,72.1228692375,"Philosophy, Politics and Economics",Global Affairs,760,0.0
826,N333119401208,F,Singapore,ay1819,PSYCHOLOGY,67.55921327,3,54.6967605425,Psychology,Undecided,650,0.0
827,N334119402208,M,Singapore,ay1819,GLOBAL AFFAIRS,76.20684916,4,69.754392355,Global Affairs,"Philosophy, Politics and Economics",630,0.0
828,N335119425208,F,Singapore,ay1819,ARTS AND HUMANITIES,71.15732125,3,53.859337215,Arts & Humanities,"Philosophy, Politics and Economics",580,0.0
829,N336119424208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",84.38320656,3,80.8555148825,"Philosophy, Politics and Economics",Anthropology,780,0.0
830,N337119423208,M,North America,ay1819,PHILOSOPHY,79.98670071,3,74.4364719725,Philosophy,Global Affairs,680,0.0
831,N339119418208,M,Singapore,ay1819,ARTS AND HUMANITIES,69.54926619,2,47.240964925,Arts & Humanities,Undecided,690,0.0
832,N340119408208,M,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.57133794,2,69.8041380925,"Philosophy, Politics and Economics",Global Affairs,720,0.0
833,N341119405208,F,Europe,ay1819,GLOBAL AFFAIRS,80.40311588,3,77.194530815,Global Affairs,"Philosophy, Politics and Economics",680,0.0
834,N342119401208,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.02139795,4,87.4819929725,"Mathematical, Computational and Statistical Sciences",Economics,790,1.0
835,N343119402208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.01628074,4,70.396946,"Philosophy, Politics and Economics",Global Affairs,680,0.0
836,N344119425208,M,North America,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.66198605,4,74.4502156475,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",780,0.0
837,N345119424208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.74458545,4,65.946015745,"Philosophy, Politics and Economics",Global Affairs,760,0.0
838,N346119423208,F,Singapore,ay1819,LIFE SCIENCES,74.00718703,4,66.35327196,Life Sciences,Environmental Studies,750,0.0
839,N347119421208,M,Singapore,ay1819,ECONOMICS,83.22493115,4,82.218658245,Economics,Arts & Humanities,800,0.0
840,N348119418208,F,Singapore,ay1819,ECONOMICS,75.09895046,3,65.0538219175,Economics,Global Affairs,650,0.0
841,N349119414208,M,Southeast Asia,ay1819,PHYSICAL SCIENCES,77.72026702,4,71.3570118075,Physical Sciences,"Mathematical, Computational and Statistical Sciences",760,0.0
842,N351119401208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.85470498,4,71.49309164,"Philosophy, Politics and Economics",Economics,680,0.0
843,N352119402208,F,South Asia,ay1819,ECONOMICS,88.00392544,4,88.7432722025,Economics,Arts & Humanities,800,1.0
844,N353119425208,M,Singapore,ay1819,URBAN STUDIES,83.53114131,4,82.540500485,Urban Studies,Anthropology,740,0.0
845,N354119424208,F,Europe,ay1819,LIFE SCIENCES,81.11274435,3,76.39409693,Life Sciences,Psychology,760,0.0
846,N355119423208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.0803827,4,72.068991675,"Philosophy, Politics and Economics",Economics,780,0.0
847,N356119421208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.00138709,4,69.97396326,"Philosophy, Politics and Economics",Global Affairs,720,0.0
848,N357119418208,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.98405601,4,72.2065920875,"Philosophy, Politics and Economics",Global Affairs,700,0.0
849,N358119414208,F,Singapore,ay1819,LITERATURE,69.93904690000001,3,64.7640821275,Literature,Literature,620,0.0
850,N359119413208,M,North America,ay1819,LIFE SCIENCES,78.83976012,3,80.8599761975,Life Sciences,Arts & Humanities,700,0.0
851,N360119401208,M,South Asia,ay1819,LIFE SCIENCES,81.50159841,4,77.247978115,Life Sciences,"Mathematical, Computational and Statistical Sciences",760,0.0
852,N361119402208,M,Singapore,ay1819,HISTORY,80.03652803,4,79.9892643175,History,"Philosophy, Politics and Economics",760,0.0
853,N362119425208,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.03459874,1,68.12826946,"Philosophy, Politics and Economics",Economics,720,0.0
854,N363119424208,F,Singapore,ay1819,LITERATURE,75.14816257,2,67.6298601225,Literature,Anthropology,780,0.0
855,N364119423208,F,Singapore,ay1819,ARTS AND HUMANITIES,74.71603529,4,79.8559128725,Arts & Humanities,"Philosophy, Politics and Economics",790,0.0
856,N365119421208,M,Singapore,ay1819,ENVIRONMENTAL STUDIES,83.78095606,4,80.5259881275,Environmental Studies,Life Sciences,760,0.0
857,N366119418208,M,Other,ay1819,LIFE SCIENCES,79.07209783,1,73.6658444925,Life Sciences,Life Sciences,800,0.0
858,N367119414208,M,North America,ay1819,URBAN STUDIES,82.07795873,4,77.32713425,Urban Studies,Economics,760,0.0
859,N368119413208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.08755956,3,63.874118485,"Philosophy, Politics and Economics",Global Affairs,640,0.0
860,N369119412208,F,East Asia,ay1819,ENVIRONMENTAL STUDIES,82.89375168,4,85.21058453,Environmental Studies,"Philosophy, Politics and Economics",800,0.0
861,N370119402208,M,Other,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.19828755,4,72.22218306,"Mathematical, Computational and Statistical Sciences",Physical Sciences,740,0.0
862,N371119425208,M,Other,ay1819,ECONOMICS,70.33519824,3,64.4414643825,Economics,"Philosophy, Politics and Economics",790,0.0
863,N372119424208,M,Europe,ay1819,ECONOMICS,76.39220291,4,72.9289165375,Economics,"Mathematical, Computational and Statistical Sciences",750,0.0
864,N373119423208,F,Singapore,ay1819,ECONOMICS,82.25886177,4,83.701622655,Economics,Global Affairs,740,0.0
865,N376119414208,F,North America,ay1819,GLOBAL AFFAIRS,77.02458097,4,73.49039013,Global Affairs,Anthropology,710,0.0
866,N378119412208,M,Singapore,ay1819,ECONOMICS,76.82503392,4,78.8053299225,Economics,Global Affairs,800,0.0
867,N379119410208,F,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.64648186,4,90.760097,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",800,1.0
868,N380119425208,M,East Asia,ay1819,ECONOMICS,85.47238865,4,89.90274464,Economics,"Philosophy, Politics and Economics",800,1.0
869,N382119423208,M,Singapore,ay1819,LITERATURE,78.6366339,3,72.31581924,Literature,Psychology,770,0.0
870,N383119421208,F,South Asia,ay1819,GLOBAL AFFAIRS,74.03627322,3,64.732222475,Global Affairs,Arts & Humanities,680,0.0
871,N384119418208,F,Singapore,ay1819,LITERATURE,76.25198794,4,69.812455845,Literature,"Philosophy, Politics and Economics",690,0.0
872,N385119414208,F,North America,ay1819,GLOBAL AFFAIRS,67.76557776,2,55.6928635175,Undeclared,Undeclared,680,0.0
873,N386119413208,M,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.85931655,3,78.740574835,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",770,0.0
874,N387119412208,F,Singapore,ay1819,ARTS AND HUMANITIES,71.23109151,2,56.0935173275,Arts & Humanities,Anthropology,760,0.0
875,N388119410208,M,Singapore,ay1819,ECONOMICS,89.43736685,4,92.23978328,Economics,"Philosophy, Politics and Economics",800,1.0
876,N389119408208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.20942248,3,69.78086199,"Philosophy, Politics and Economics",Undecided,730,0.0
877,N390119424208,M,Singapore,ay1819,PSYCHOLOGY,68.12093709999999,4,62.65040264,Psychology,Philosophy,780,0.0
878,N391119423208,F,Singapore,ay1819,LITERATURE,76.97418998,4,66.6331816975,Literature,Arts & Humanities,750,0.0
879,N392119421208,M,Singapore,ay1819,ECONOMICS,77.81693877,4,63.852968265,Economics,Life Sciences,700,0.0
880,N393119418208,F,Singapore,ay1819,Undecided,78.12472523,4,76.6757389875,Undecided,Undecided,780,0.0
881,N394119414208,M,South Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.71792121,2,70.6440621175,"Philosophy, Politics and Economics",Economics,710,0.0
882,N396119412208,M,Singapore,ay1819,PHILOSOPHY,81.9965037,4,84.4521975575,Philosophy,"Mathematical, Computational and Statistical Sciences",800,0.0
883,N397119410208,F,Singapore,ay1819,LITERATURE,78.40684426,4,78.5860234275,Literature,Arts & Humanities,790,0.0
884,N398119408208,M,Europe,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.0895036,4,84.650188615,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",740,0.0
885,N399119405208,M,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.47626382,3,76.2481988525,"Mathematical, Computational and Statistical Sciences",Undecided,770,0.0
886,N300119413209,M,South Asia,ay1819,ECONOMICS,78.60165545,3,65.37550887,Economics,"Philosophy, Politics and Economics",710,0.0
887,N301119412209,F,South Asia,ay1819,ECONOMICS,78.60190998,1,71.456198525,Economics,Life Sciences,740,0.0
888,N302119410209,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.32445779,3,70.1745088675,"Mathematical, Computational and Statistical Sciences",Economics,770,0.0
889,N303119408209,F,Singapore,ay1819,ANTHROPOLOGY,73.30359116,3,59.583271825,Anthropology,Urban Studies,730,0.0
890,N304119405209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",71.38385289,3,57.3747933825,"Philosophy, Politics and Economics",Arts & Humanities,760,0.0
891,N305119401209,F,Singapore,ay1819,ANTHROPOLOGY,78.4103131,3,74.42982339,Anthropology,Environmental Studies,720,0.0
892,N306119402209,M,Singapore,ay1819,HISTORY,72.15300642,2,54.2744112875,History,Global Affairs,580,0.0
893,N307119425209,M,East Asia,ay1819,Undecided,74.07287839,2,64.90482745,Undecided,Undecided,760,0.0
894,N308119424209,F,Singapore,ay1819,PSYCHOLOGY,76.73771412,4,75.1189263875,Psychology,Economics,790,0.0
895,N309119423209,F,Singapore,ay1819,ANTHROPOLOGY,75.02702342,3,66.6325142675,Anthropology,Arts & Humanities,800,0.0
896,N310119412209,F,Other,ay1819,GLOBAL AFFAIRS,74.59054990999998,2,71.4333611775,Global Affairs,History,660,0.0
897,N311119410209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.40245523,2,71.040674905,"Philosophy, Politics and Economics",Global Affairs,690,0.0
898,N312119408209,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,76.51169327,2,73.111470185,Environmental Studies,"Philosophy, Politics and Economics",780,0.0
899,N313119405209,F,North America,ay1819,PSYCHOLOGY,78.87573495,1,69.3723153375,Psychology,Philosophy,790,0.0
900,N314119401209,F,Singapore,ay1819,PSYCHOLOGY,76.24724811,4,69.9917699075,Psychology,Environmental Studies,770,0.0
901,N315119402209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.57239847,3,81.7994853775,"Philosophy, Politics and Economics",Literature,790,0.0
902,N316119425209,F,Singapore,ay1819,ANTHROPOLOGY,76.26374503,3,63.936852155,Anthropology,Arts & Humanities,690,0.0
903,N317119424209,M,Singapore,ay1819,HISTORY,75.87468596,4,67.981655375,History,Literature,790,0.0
904,N318119423209,M,Singapore,ay1819,ANTHROPOLOGY,78.94411896,1,62.9435536675,Anthropology,"Philosophy, Politics and Economics",740,0.0
905,N319119421209,F,North America,ay1819,GLOBAL AFFAIRS,84.56822207,4,78.67642197,Global Affairs,"Philosophy, Politics and Economics",730,0.0
906,N320119410209,F,Other,ay1819,GLOBAL AFFAIRS,71.78325383,4,57.7335121825,Global Affairs,"Philosophy, Politics and Economics",740,0.0
907,N321119408209,M,East Asia,ay1819,ENVIRONMENTAL STUDIES,79.47462474,4,89.6877847275,Environmental Studies,Economics,800,1.0
908,N322119405209,M,Southeast Asia,ay1819,ECONOMICS,85.78031262,2,85.5754645575,Economics,"Philosophy, Politics and Economics",770,0.0
909,N323119401209,F,Singapore,ay1819,Undecided,86.93582636,4,81.87129971,Undecided,Undecided,800,0.0
910,N324119402209,M,Singapore,ay1819,HISTORY,72.61554113,3,60.8414666025,History,Global Affairs,690,0.0
911,N325119425209,F,Singapore,ay1819,Undecided,80.1562807,4,71.580250665,Life Sciences,"Philosophy, Politics and Economics",800,0.0
912,N326119424209,M,Singapore,ay1819,PHILOSOPHY,82.63642953,4,82.665404045,Philosophy,Psychology,780,0.0
913,N328119421209,F,Singapore,ay1819,LITERATURE,76.07793531,4,72.83881281,Literature,Anthropology,760,0.0
914,N329119418209,F,South Asia,ay1819,PSYCHOLOGY,76.89403081,3,70.015506555,Psychology,Literature,720,0.0
915,N330119408209,F,North America,ay1819,GLOBAL AFFAIRS,75.51401413,4,62.8647445675,Global Affairs,"Philosophy, Politics and Economics",700,0.0
916,N331119405209,M,North America,ay1819,GLOBAL AFFAIRS,74.57324921,4,72.6411942775,Global Affairs,"Philosophy, Politics and Economics",780,0.0
917,N332119401209,F,Singapore,ay1819,PHILOSOPHY,75.09617861,3,64.45918049,Philosophy,Literature,790,0.0
918,N333119402209,F,East Asia,ay1819,PSYCHOLOGY,78.55847726,4,72.95300891,Psychology,History,780,0.0
919,N334119425209,M,Singapore,ay1819,GLOBAL AFFAIRS,74.85379781,3,62.50304207,Global Affairs,"Philosophy, Politics and Economics",730,0.0
920,N335119424209,F,North America,ay1819,ENVIRONMENTAL STUDIES,81.35349032,2,79.195240115,Environmental Studies,Economics,780,0.0
921,N336119423209,M,Singapore,ay1819,PSYCHOLOGY,76.32589328,4,62.4178248175,Psychology,Economics,730,0.0
922,N337119421209,M,Singapore,ay1819,LIFE SCIENCES,80.57837674,4,81.8177734525,Life Sciences,Undeclared,720,0.0
923,N338119418209,F,Singapore,ay1819,GLOBAL AFFAIRS,75.13535819,4,69.6222363675,Global Affairs,Environmental Studies,710,0.0
924,N339119414209,F,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",59.00728008,2,38.50749284,"Philosophy, Politics and Economics",Urban Studies,690,0.0
925,N340119405209,M,Southeast Asia,ay1819,ECONOMICS,76.31999674,2,69.74936797,Economics,Undecided,720,0.0
926,N342119402209,M,East Asia,ay1819,GLOBAL AFFAIRS,69.88258987,4,63.716453705,Global Affairs,History,710,0.0
927,N343119425209,F,Southeast Asia,ay1819,PSYCHOLOGY,76.8619304,4,72.3110637575,Psychology,Life Sciences,800,0.0
928,N344119424209,M,Singapore,ay1819,ECONOMICS,74.57584613,3,68.4766185625,Economics,Anthropology,630,0.0
929,N345119423209,M,South Asia,ay1819,PHYSICAL SCIENCES,71.55217695,3,63.653632795,Physical Sciences,Undecided,710,0.0
930,N346119421209,M,South Asia,ay1819,ARTS AND HUMANITIES,71.62540699,2,53.70614135,Arts & Humanities,Literature,680,0.0
931,N347119418209,M,Europe,ay1819,URBAN STUDIES,77.54919871,1,70.4415955225,Urban Studies,History,700,0.0
932,N348119414209,F,East Asia,ay1819,ANTHROPOLOGY,75.12612769,2,63.0401230975,Anthropology,Global Affairs,800,0.0
933,N349119413209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.67948944,3,70.2529685375,"Philosophy, Politics and Economics",Global Affairs,780,0.0
934,N350119401209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.75991222,3,78.0646908675,"Philosophy, Politics and Economics",Global Affairs,790,0.0
935,N351119402209,M,Singapore,ay1819,PSYCHOLOGY,86.81918968,4,89.2027496125,Psychology,"Mathematical, Computational and Statistical Sciences",740,1.0
936,N352119425209,F,East Asia,ay1819,LIFE SCIENCES,85.26039911,4,87.5436826725,Life Sciences,Arts & Humanities,790,1.0
937,N353119424209,F,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.09941793,3,62.270542175,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",710,0.0
938,N354119423209,F,Southeast Asia,ay1819,GLOBAL AFFAIRS,83.41369254,4,83.01681312,Global Affairs,"Philosophy, Politics and Economics",720,0.0
939,N355119421209,F,Singapore,ay1819,ARTS AND HUMANITIES,73.6535801,3,59.8686389025,Undeclared,Undeclared,650,0.0
940,N356119418209,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",69.41137513,4,64.8771427975,"Mathematical, Computational and Statistical Sciences",Physical Sciences,780,0.0
941,N357119414209,M,Singapore,ay1819,PHILOSOPHY,75.06654743,3,61.76014605,Philosophy,Arts & Humanities,740,0.0
942,N359119412209,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",72.65987957,4,74.5085425025,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",720,0.0
943,N360119402209,M,South Asia,ay1819,Undecided,79.39008889,4,77.499627335,Undecided,Economics,780,0.0
944,N361119425209,M,Singapore,ay1819,ECONOMICS,81.39077421,2,78.2125199175,Economics,"Philosophy, Politics and Economics",700,0.0
945,N362119424209,F,Singapore,ay1819,ARTS AND HUMANITIES,80.47147611,4,76.3893857325,Arts & Humanities,Psychology,730,0.0
946,N363119423209,M,East Asia,ay1819,ECONOMICS,83.87768879999999,4,83.05985078,Economics,"Philosophy, Politics and Economics",780,0.0
947,N364119421209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.20739087,4,84.75606763,"Philosophy, Politics and Economics",Global Affairs,770,0.0
948,N365119418209,F,East Asia,ay1819,ARTS AND HUMANITIES,78.36757875,4,71.8993662575,Arts & Humanities,Urban Studies,740,0.0
949,N366119414209,F,Singapore,ay1819,LITERATURE,76.71961726,4,73.169176935,Literature,Arts & Humanities,760,0.0
950,N367119413209,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.26889028,1,72.6180334875,"Philosophy, Politics and Economics",Philosophy,740,0.0
951,N368119412209,F,Singapore,ay1819,LIFE SCIENCES,78.75055278,3,71.507902305,Life Sciences,Undecided,740,0.0
952,N369119410209,F,Singapore,ay1819,ARTS AND HUMANITIES,85.7172924,3,85.3434007,Arts & Humanities,"Philosophy, Politics and Economics",750,0.0
953,N371119424209,F,Singapore,ay1819,PSYCHOLOGY,76.08321746,3,68.3351987525,Psychology,Arts & Humanities,700,0.0
954,N372119423209,F,Singapore,ay1819,ANTHROPOLOGY,76.66365168,4,64.535095985,Anthropology,History,620,0.0
955,N373119421209,M,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.55025618,4,81.8188015425,"Mathematical, Computational and Statistical Sciences",Economics,740,0.0
956,N374119418209,F,Singapore,ay1819,ANTHROPOLOGY,85.56114075,4,89.54208024,Anthropology,Arts & Humanities,800,1.0
957,N375119414209,M,North America,ay1819,ENVIRONMENTAL STUDIES,85.42618682,4,86.847026675,Environmental Studies,Life Sciences,780,1.0
958,N376119413209,F,East Asia,ay1819,Undecided,81.58343249,4,80.0617168825,Undecided,Psychology,780,0.0
959,N377119412209,M,North America,ay1819,HISTORY,84.70685295,4,83.4383549475,History,"Mathematical, Computational and Statistical Sciences",700,0.0
960,N379119408209,F,Singapore,ay1819,Undecided,74.69652469,4,63.1904735675,Undecided,Undecided,790,0.0
961,N380119424209,M,Singapore,ay1819,ECONOMICS,84.05024733,4,85.0121253675,Economics,"Philosophy, Politics and Economics",780,0.0
962,N382119421209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.83243202,2,70.3371931475,"Philosophy, Politics and Economics",Global Affairs,790,0.0
963,N383119418209,M,Europe,ay1819,GLOBAL AFFAIRS,81.00109427,4,80.7025347425,Global Affairs,"Philosophy, Politics and Economics",750,0.0
964,N384119414209,F,Singapore,ay1819,HISTORY,84.03018945,4,80.17279824,History,Global Affairs,710,0.0
965,N319119405212,M,Singapore,ay1819,ENVIRONMENTAL STUDIES,83.69248361,4,80.7516038425,Environmental Studies,"Philosophy, Politics and Economics",790,0.0
966,N320119423212,M,Singapore,ay1819,ARTS AND HUMANITIES,66.80231148,3,56.442427965,Arts & Humanities,Undecided,760,0.0
967,N321119421212,M,Singapore,ay1819,URBAN STUDIES,79.75202245,4,76.0177887675,Urban Studies,Arts & Humanities,800,0.0
968,N322119418212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.59053311,4,78.3337326925,"Philosophy, Politics and Economics",Anthropology,790,0.0
969,N323119414212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.49810958,4,71.9881269925,"Philosophy, Politics and Economics",Literature,660,0.0
970,N324119413212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.86999890000001,4,70.6751904325,"Philosophy, Politics and Economics",Global Affairs,740,0.0
971,N325119412212,M,Singapore,ay1819,LITERATURE,82.50638341,4,81.9748161275,Literature,Anthropology,800,0.0
972,N326119410212,M,Singapore,ay1819,ARTS AND HUMANITIES,79.78941579,3,77.1831371025,Arts & Humanities,Economics,790,0.0
973,N327119408212,M,Singapore,ay1819,ARTS AND HUMANITIES,74.81876314,4,69.54784553,Arts & Humanities,Economics,790,0.0
974,N328119405212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.7570074,4,71.58484695,"Philosophy, Politics and Economics",Global Affairs,800,0.0
975,N329119401212,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,88.28122203,4,92.60122914,Environmental Studies,Economics,800,1.0
976,N330119421212,M,Singapore,ay1819,ARTS AND HUMANITIES,81.50286475,4,82.5050362425,Arts & Humanities,Psychology,760,0.0
