,PIN,Sex.x,Region,Year,Major,Grade,IndGrd2,Academic.Interest.1,Academic.Interest.2,SAT,HSG
825,N319119423208,F,North America,ay1819,LIFE SCIENCES,80.31219061,76.6084873925,Life Sciences,Physical Sciences,760,NA
826,N320119412208,M,South Asia,ay1819,Undecided,78.12383727,71.02678489,Undecided,"Philosophy, Politics and Economics",740,NA
827,N321119410208,F,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.68313454,68.359970785,"Mathematical, Computational and Statistical Sciences",Physical Sciences,790,NA
828,N322119408208,M,Singapore,ay1819,HISTORY,78.37297867,71.5609830025,History,"Philosophy, Politics and Economics",NA,A
829,N324119401208,F,Singapore,ay1819,PSYCHOLOGY,87.78879287,92.72364089,Psychology,"Mathematical, Computational and Statistical Sciences",NA,A
830,N325119402208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.3534103,76.32174831,"Philosophy, Politics and Economics",Literature,NA,A
831,N326119425208,M,East Asia,ay1819,ECONOMICS,69.51487048,74.89725974,Economics,Life Sciences,800,A
832,N327119424208,F,Southeast Asia,ay1819,URBAN STUDIES,76.72053619,70.2813213675,Urban Studies,"Philosophy, Politics and Economics",780,NA
833,N328119423208,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,74.31526843,61.3178533425,Environmental Studies,Arts & Humanities,NA,NA
834,N329119421208,F,South Asia,ay1819,PSYCHOLOGY,77.222021,70.5187103975,Psychology,Global Affairs,730,NA
835,N330119410208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",83.43765686,84.810332425,"Philosophy, Politics and Economics",Physical Sciences,NA,A
836,N331119408208,F,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.73433378,65.13830338,"Philosophy, Politics and Economics",Global Affairs,780,NA
837,N332119405208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.84307738,72.1228692375,"Philosophy, Politics and Economics",Global Affairs,760,NA
838,N333119401208,F,Singapore,ay1819,PSYCHOLOGY,67.55921327,54.6967605425,Psychology,Undecided,NA,NA
839,N334119402208,M,Singapore,ay1819,GLOBAL AFFAIRS,76.20684916,69.754392355,Global Affairs,"Philosophy, Politics and Economics",630,NA
840,N335119425208,F,Singapore,ay1819,ARTS AND HUMANITIES,71.15732125,53.859337215,Arts & Humanities,"Philosophy, Politics and Economics",NA,B
841,N336119424208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",84.38320656,80.8555148825,"Philosophy, Politics and Economics",Anthropology,780,B
842,N337119423208,M,North America,ay1819,PHILOSOPHY,79.98670071,74.4364719725,Philosophy,Global Affairs,680,B
843,N339119418208,M,Singapore,ay1819,ARTS AND HUMANITIES,69.54926619,47.240964925,Arts & Humanities,Undecided,NA,C
844,N340119408208,M,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.57133794,69.8041380925,"Philosophy, Politics and Economics",Global Affairs,720,C
845,N341119405208,F,Europe,ay1819,GLOBAL AFFAIRS,80.40311588,77.194530815,Global Affairs,"Philosophy, Politics and Economics",680,NA
846,N342119401208,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.02139795,87.4819929725,"Mathematical, Computational and Statistical Sciences",Economics,790,A
847,N343119402208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.01628074,70.396946,"Philosophy, Politics and Economics",Global Affairs,680,NA
848,N344119425208,M,North America,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.66198605,74.4502156475,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",780,A
849,N345119424208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.74458545,65.946015745,"Philosophy, Politics and Economics",Global Affairs,NA,NA
850,N346119423208,F,Singapore,ay1819,LIFE SCIENCES,74.00718703,66.35327196,Life Sciences,Environmental Studies,750,A
851,N347119421208,M,Singapore,ay1819,ECONOMICS,83.22493115,82.218658245,Economics,Arts & Humanities,NA,A
852,N348119418208,F,Singapore,ay1819,ECONOMICS,75.09895046,65.0538219175,Economics,Global Affairs,NA,B
853,N349119414208,M,Southeast Asia,ay1819,PHYSICAL SCIENCES,77.72026702,71.3570118075,Physical Sciences,"Mathematical, Computational and Statistical Sciences",760,NA
854,N351119401208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.85470498,71.49309164,"Philosophy, Politics and Economics",Economics,NA,A
855,N352119402208,F,South Asia,ay1819,ECONOMICS,88.00392544,88.7432722025,Economics,Arts & Humanities,800,A
856,N353119425208,M,Singapore,ay1819,URBAN STUDIES,83.53114131,82.540500485,Urban Studies,Anthropology,NA,A
857,N354119424208,F,Europe,ay1819,LIFE SCIENCES,81.11274435,76.39409693,Life Sciences,Psychology,NA,B
858,N355119423208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.0803827,72.068991675,"Philosophy, Politics and Economics",Economics,780,A
859,N356119421208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.00138709,69.97396326,"Philosophy, Politics and Economics",Global Affairs,720,A
860,N357119418208,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.98405601,72.2065920875,"Philosophy, Politics and Economics",Global Affairs,700,NA
861,N358119414208,F,Singapore,ay1819,LITERATURE,69.9390469,64.7640821275,Literature,Literature,NA,B
862,N359119413208,M,North America,ay1819,LIFE SCIENCES,78.83976012,80.8599761975,Life Sciences,Arts & Humanities,700,B
863,N360119401208,M,South Asia,ay1819,LIFE SCIENCES,81.50159841,77.247978115,Life Sciences,"Mathematical, Computational and Statistical Sciences",760,A
864,N361119402208,M,Singapore,ay1819,HISTORY,80.03652803,79.9892643175,History,"Philosophy, Politics and Economics",760,NA
865,N362119425208,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.03459874,68.12826946,"Philosophy, Politics and Economics",Economics,720,NA
866,N363119424208,F,Singapore,ay1819,LITERATURE,75.14816257,67.6298601225,Literature,Anthropology,NA,NA
867,N364119423208,F,Singapore,ay1819,ARTS AND HUMANITIES,74.71603529,79.8559128725,Arts & Humanities,"Philosophy, Politics and Economics",790,A
868,N365119421208,M,Singapore,ay1819,ENVIRONMENTAL STUDIES,83.78095606,80.5259881275,Environmental Studies,Life Sciences,NA,NA
869,N366119418208,M,Other,ay1819,LIFE SCIENCES,79.07209783,73.6658444925,Life Sciences,Life Sciences,800,NA
870,N367119414208,M,North America,ay1819,URBAN STUDIES,82.07795873,77.32713425,Urban Studies,Economics,760,NA
871,N368119413208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.08755956,63.874118485,"Philosophy, Politics and Economics",Global Affairs,640,NA
872,N369119412208,F,East Asia,ay1819,ENVIRONMENTAL STUDIES,82.89375168,85.21058453,Environmental Studies,"Philosophy, Politics and Economics",800,NA
873,N370119402208,M,Other,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.19828755,72.22218306,"Mathematical, Computational and Statistical Sciences",Physical Sciences,740,NA
874,N371119425208,M,Other,ay1819,ECONOMICS,70.33519824,64.4414643825,Economics,"Philosophy, Politics and Economics",790,NA
875,N372119424208,M,Europe,ay1819,ECONOMICS,76.39220291,72.9289165375,Economics,"Mathematical, Computational and Statistical Sciences",750,A
876,N373119423208,F,Singapore,ay1819,ECONOMICS,82.25886177,83.701622655,Economics,Global Affairs,NA,A
877,N376119414208,F,North America,ay1819,GLOBAL AFFAIRS,77.02458097,73.49039013,Global Affairs,Anthropology,710,NA
878,N377119413208,M,Singapore,ay1819,ARTS AND HUMANITIES,82.26178718,77.53352,Arts & Humanities,Physical Sciences,NA,A
879,N378119412208,M,Singapore,ay1819,ECONOMICS,76.82503392,78.8053299225,Economics,Global Affairs,800,A
880,N379119410208,F,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.64648186,90.760097,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",800,A
881,N380119425208,M,East Asia,ay1819,ECONOMICS,85.47238865,89.90274464,Economics,"Philosophy, Politics and Economics",800,NA
882,N381119424208,F,Singapore,ay1819,LITERATURE,67.99037804,52.56406,Literature,Arts & Humanities,NA,NA
883,N382119423208,M,Singapore,ay1819,LITERATURE,78.6366339,72.31581924,Literature,Psychology,NA,B
884,N383119421208,F,South Asia,ay1819,GLOBAL AFFAIRS,74.03627322,64.732222475,Global Affairs,Arts & Humanities,680,NA
885,N384119418208,F,Singapore,ay1819,LITERATURE,76.25198794,69.812455845,Literature,"Philosophy, Politics and Economics",690,A
886,N385119414208,F,North America,ay1819,GLOBAL AFFAIRS,67.76557776,55.6928635175,NA,NA,NA,NA
887,N386119413208,M,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.85931655,78.740574835,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",770,B
888,N387119412208,F,Singapore,ay1819,ARTS AND HUMANITIES,71.23109151,56.0935173275,Arts & Humanities,Anthropology,NA,C
889,N388119410208,M,Singapore,ay1819,ECONOMICS,89.43736685,92.23978328,Economics,"Philosophy, Politics and Economics",NA,A
890,N389119408208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.20942248,69.78086199,"Philosophy, Politics and Economics",Undecided,NA,B
891,N390119424208,M,Singapore,ay1819,PSYCHOLOGY,68.1209371,62.65040264,Psychology,Philosophy,NA,NA
892,N391119423208,F,Singapore,ay1819,LITERATURE,76.97418998,66.6331816975,Literature,Arts & Humanities,NA,A
893,N392119421208,M,Singapore,ay1819,ECONOMICS,77.81693877,63.852968265,Economics,Life Sciences,NA,A
894,N393119418208,F,Singapore,ay1819,Undecided,78.12472523,76.6757389875,Undecided,Undecided,NA,A
895,N394119414208,M,South Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.71792121,70.6440621175,"Philosophy, Politics and Economics",Economics,710,NA
896,N396119412208,M,Singapore,ay1819,PHILOSOPHY,81.9965037,84.4521975575,Philosophy,"Mathematical, Computational and Statistical Sciences",NA,A
897,N397119410208,F,Singapore,ay1819,LITERATURE,78.40684426,78.5860234275,Literature,Arts & Humanities,NA,A
898,N398119408208,M,Europe,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.0895036,84.650188615,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",740,NA
899,N399119405208,M,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.47626382,76.2481988525,"Mathematical, Computational and Statistical Sciences",Undecided,770,NA
900,N300119413209,M,South Asia,ay1819,ECONOMICS,78.60165545,65.37550887,Economics,"Philosophy, Politics and Economics",710,NA
901,N301119412209,F,South Asia,ay1819,ECONOMICS,78.60190998,71.456198525,Economics,Life Sciences,740,NA
902,N302119410209,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.32445779,70.1745088675,"Mathematical, Computational and Statistical Sciences",Economics,770,B
903,N303119408209,F,Singapore,ay1819,ANTHROPOLOGY,73.30359116,59.583271825,Anthropology,Urban Studies,NA,NA
904,N304119405209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",71.38385289,57.3747933825,"Philosophy, Politics and Economics",Arts & Humanities,NA,NA
905,N305119401209,F,Singapore,ay1819,ANTHROPOLOGY,78.4103131,74.42982339,Anthropology,Environmental Studies,720,NA
906,N306119402209,M,Singapore,ay1819,HISTORY,72.15300642,54.2744112875,History,Global Affairs,NA,C
907,N307119425209,M,East Asia,ay1819,Undecided,74.07287839,64.90482745,Undecided,Undecided,760,NA
908,N308119424209,F,Singapore,ay1819,PSYCHOLOGY,76.73771412,75.1189263875,Psychology,Economics,NA,A
909,N309119423209,F,Singapore,ay1819,ANTHROPOLOGY,75.02702342,66.6325142675,Anthropology,Arts & Humanities,NA,B
910,N310119412209,F,Other,ay1819,GLOBAL AFFAIRS,74.59054991,71.4333611775,Global Affairs,History,660,NA
911,N311119410209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.40245523,71.040674905,"Philosophy, Politics and Economics",Global Affairs,690,NA
912,N312119408209,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,76.51169327,73.111470185,Environmental Studies,"Philosophy, Politics and Economics",NA,NA
913,N313119405209,F,North America,ay1819,PSYCHOLOGY,78.87573495,69.3723153375,Psychology,Philosophy,790,D
914,N314119401209,F,Singapore,ay1819,PSYCHOLOGY,76.24724811,69.9917699075,Psychology,Environmental Studies,NA,A
915,N315119402209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.57239847,81.7994853775,"Philosophy, Politics and Economics",Literature,NA,B
916,N316119425209,F,Singapore,ay1819,ANTHROPOLOGY,76.26374503,63.936852155,Anthropology,Arts & Humanities,NA,NA
917,N317119424209,M,Singapore,ay1819,HISTORY,75.87468596,67.981655375,History,Literature,NA,A
918,N318119423209,M,Singapore,ay1819,ANTHROPOLOGY,78.94411896,62.9435536675,Anthropology,"Philosophy, Politics and Economics",NA,NA
919,N319119421209,F,North America,ay1819,GLOBAL AFFAIRS,84.56822207,78.67642197,Global Affairs,"Philosophy, Politics and Economics",730,A
920,N320119410209,F,Other,ay1819,GLOBAL AFFAIRS,71.78325383,57.7335121825,Global Affairs,"Philosophy, Politics and Economics",740,NA
921,N321119408209,M,East Asia,ay1819,ENVIRONMENTAL STUDIES,79.47462474,89.6877847275,Environmental Studies,Economics,800,A
922,N322119405209,M,Southeast Asia,ay1819,ECONOMICS,85.78031262,85.5754645575,Economics,"Philosophy, Politics and Economics",770,C
923,N323119401209,F,Singapore,ay1819,Undecided,86.93582636,81.87129971,Undecided,Undecided,NA,A
924,N324119402209,M,Singapore,ay1819,HISTORY,72.61554113,60.8414666025,History,Global Affairs,NA,B
925,N325119425209,F,Singapore,ay1819,Undecided,80.1562807,71.580250665,Life Sciences,"Philosophy, Politics and Economics",800,NA
926,N326119424209,M,Singapore,ay1819,PHILOSOPHY,82.63642953,82.665404045,Philosophy,Psychology,NA,A
927,N327119423209,F,Other,ay1819,LIFE SCIENCES,80.86218981,79.69842,Life Sciences,NA,740,NA
928,N328119421209,F,Singapore,ay1819,LITERATURE,76.07793531,72.83881281,Literature,Anthropology,NA,NA
929,N329119418209,F,South Asia,ay1819,PSYCHOLOGY,76.89403081,70.015506555,Psychology,Literature,720,B
930,N330119408209,F,North America,ay1819,GLOBAL AFFAIRS,75.51401413,62.8647445675,Global Affairs,"Philosophy, Politics and Economics",700,NA
931,N331119405209,M,North America,ay1819,GLOBAL AFFAIRS,74.57324921,72.6411942775,Global Affairs,"Philosophy, Politics and Economics",780,NA
932,N332119401209,F,Singapore,ay1819,PHILOSOPHY,75.09617861,64.45918049,Philosophy,Literature,NA,NA
933,N333119402209,F,East Asia,ay1819,PSYCHOLOGY,78.55847726,72.95300891,Psychology,History,780,NA
934,N334119425209,M,Singapore,ay1819,GLOBAL AFFAIRS,74.85379781,62.50304207,Global Affairs,"Philosophy, Politics and Economics",NA,B
935,N335119424209,F,North America,ay1819,ENVIRONMENTAL STUDIES,81.35349032,79.195240115,Environmental Studies,Economics,780,C
936,N336119423209,M,Singapore,ay1819,PSYCHOLOGY,76.32589328,62.4178248175,Psychology,Economics,730,A
937,N337119421209,M,Singapore,ay1819,LIFE SCIENCES,80.57837674,81.8177734525,Life Sciences,NA,720,NA
938,N338119418209,F,Singapore,ay1819,GLOBAL AFFAIRS,75.13535819,69.6222363675,Global Affairs,Environmental Studies,NA,NA
939,N339119414209,F,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",59.00728008,38.50749284,"Philosophy, Politics and Economics",Urban Studies,690,NA
940,N340119405209,M,Southeast Asia,ay1819,ECONOMICS,76.31999674,69.74936797,Economics,Undecided,720,NA
941,N342119402209,M,East Asia,ay1819,GLOBAL AFFAIRS,69.88258987,63.716453705,Global Affairs,History,710,NA
942,N343119425209,F,Southeast Asia,ay1819,PSYCHOLOGY,76.8619304,72.3110637575,Psychology,Life Sciences,NA,A
943,N344119424209,M,Singapore,ay1819,ECONOMICS,74.57584613,68.4766185625,Economics,Anthropology,NA,B
944,N345119423209,M,South Asia,ay1819,PHYSICAL SCIENCES,71.55217695,63.653632795,Physical Sciences,Undecided,710,NA
945,N346119421209,M,South Asia,ay1819,ARTS AND HUMANITIES,71.62540699,53.70614135,Arts & Humanities,Literature,680,NA
946,N347119418209,M,Europe,ay1819,URBAN STUDIES,77.54919871,70.4415955225,Urban Studies,History,700,NA
947,N348119414209,F,East Asia,ay1819,ANTHROPOLOGY,75.12612769,63.0401230975,Anthropology,Global Affairs,800,NA
948,N349119413209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.67948944,70.2529685375,"Philosophy, Politics and Economics",Global Affairs,NA,B
949,N350119401209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.75991222,78.0646908675,"Philosophy, Politics and Economics",Global Affairs,NA,B
950,N351119402209,M,Singapore,ay1819,PSYCHOLOGY,86.81918968,89.2027496125,Psychology,"Mathematical, Computational and Statistical Sciences",NA,A
951,N352119425209,F,East Asia,ay1819,LIFE SCIENCES,85.26039911,87.5436826725,Life Sciences,Arts & Humanities,790,A
952,N353119424209,F,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.09941793,62.270542175,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",NA,NA
953,N354119423209,F,Southeast Asia,ay1819,GLOBAL AFFAIRS,83.41369254,83.01681312,Global Affairs,"Philosophy, Politics and Economics",720,NA
954,N355119421209,F,Singapore,ay1819,ARTS AND HUMANITIES,73.6535801,59.8686389025,NA,NA,NA,NA
955,N356119418209,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",69.41137513,64.8771427975,"Mathematical, Computational and Statistical Sciences",Physical Sciences,780,A
956,N357119414209,M,Singapore,ay1819,PHILOSOPHY,75.06654743,61.76014605,Philosophy,Arts & Humanities,NA,NA
957,N359119412209,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",72.65987957,74.5085425025,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",720,NA
958,N360119402209,M,South Asia,ay1819,Undecided,79.39008889,77.499627335,Undecided,Economics,780,NA
959,N361119425209,M,Singapore,ay1819,ECONOMICS,81.39077421,78.2125199175,Economics,"Philosophy, Politics and Economics",700,C
960,N362119424209,F,Singapore,ay1819,ARTS AND HUMANITIES,80.47147611,76.3893857325,Arts & Humanities,Psychology,730,NA
961,N363119423209,M,East Asia,ay1819,ECONOMICS,83.8776888,83.05985078,Economics,"Philosophy, Politics and Economics",NA,NA
962,N364119421209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.20739087,84.75606763,"Philosophy, Politics and Economics",Global Affairs,NA,NA
963,N365119418209,F,East Asia,ay1819,ARTS AND HUMANITIES,78.36757875,71.8993662575,Arts & Humanities,Urban Studies,740,NA
964,N366119414209,F,Singapore,ay1819,LITERATURE,76.71961726,73.169176935,Literature,Arts & Humanities,NA,A
965,N367119413209,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.26889028,72.6180334875,"Philosophy, Politics and Economics",Philosophy,740,D
966,N368119412209,F,Singapore,ay1819,LIFE SCIENCES,78.75055278,71.507902305,Life Sciences,Undecided,740,NA
967,N369119410209,F,Singapore,ay1819,ARTS AND HUMANITIES,85.7172924,85.3434007,Arts & Humanities,"Philosophy, Politics and Economics",750,B
968,N371119424209,F,Singapore,ay1819,PSYCHOLOGY,76.08321746,68.3351987525,Psychology,Arts & Humanities,NA,NA
969,N372119423209,F,Singapore,ay1819,ANTHROPOLOGY,76.66365168,64.535095985,Anthropology,History,NA,A
970,N373119421209,M,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.55025618,81.8188015425,"Mathematical, Computational and Statistical Sciences",Economics,740,A
971,N374119418209,F,Singapore,ay1819,ANTHROPOLOGY,85.56114075,89.54208024,Anthropology,Arts & Humanities,NA,A
972,N375119414209,M,North America,ay1819,ENVIRONMENTAL STUDIES,85.42618682,86.847026675,Environmental Studies,Life Sciences,780,A
973,N376119413209,F,East Asia,ay1819,Undecided,81.58343249,80.0617168825,Undecided,Psychology,780,A
974,N377119412209,M,North America,ay1819,HISTORY,84.70685295,83.4383549475,History,"Mathematical, Computational and Statistical Sciences",700,A
975,N378119410209,F,Europe,ay1819,LIFE SCIENCES,72.19332908,52.63405,Life Sciences,Literature,740,NA
976,N379119408209,F,Singapore,ay1819,Undecided,74.69652469,63.1904735675,Undecided,Undecided,NA,NA
977,N380119424209,M,Singapore,ay1819,ECONOMICS,84.05024733,85.0121253675,Economics,"Philosophy, Politics and Economics",NA,A
978,N381119423209,F,North America,ay1819,GLOBAL AFFAIRS,72.43408618,76.09348,Global Affairs,Physical Sciences,780,B
979,N382119421209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.83243202,70.3371931475,"Philosophy, Politics and Economics",Global Affairs,NA,NA
980,N383119418209,M,Europe,ay1819,GLOBAL AFFAIRS,81.00109427,80.7025347425,Global Affairs,"Philosophy, Politics and Economics",NA,A
981,N384119414209,F,Singapore,ay1819,HISTORY,84.03018945,80.17279824,History,Global Affairs,710,A
982,N319119405212,M,Singapore,ay1819,ENVIRONMENTAL STUDIES,83.69248361,80.7516038425,Environmental Studies,"Philosophy, Politics and Economics",790,NA
983,N320119423212,M,Singapore,ay1819,ARTS AND HUMANITIES,66.80231148,56.442427965,Arts & Humanities,Undecided,NA,NA
984,N321119421212,M,Singapore,ay1819,URBAN STUDIES,79.75202245,76.0177887675,Urban Studies,Arts & Humanities,NA,NA
985,N322119418212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.59053311,78.3337326925,"Philosophy, Politics and Economics",Anthropology,NA,NA
986,N323119414212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.49810958,71.9881269925,"Philosophy, Politics and Economics",Literature,NA,NA
987,N324119413212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.8699989,70.6751904325,"Philosophy, Politics and Economics",Global Affairs,NA,NA
988,N325119412212,M,Singapore,ay1819,LITERATURE,82.50638341,81.9748161275,Literature,Anthropology,800,NA
989,N326119410212,M,Singapore,ay1819,ARTS AND HUMANITIES,79.78941579,77.1831371025,Arts & Humanities,Economics,NA,NA
990,N327119408212,M,Singapore,ay1819,ARTS AND HUMANITIES,74.81876314,69.54784553,Arts & Humanities,Economics,NA,NA
991,N328119405212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.7570074,71.58484695,"Philosophy, Politics and Economics",Global Affairs,NA,NA
992,N329119401212,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,88.28122203,92.60122914,Environmental Studies,Economics,NA,NA
993,N330119421212,M,Singapore,ay1819,ARTS AND HUMANITIES,81.50286475,82.5050362425,Arts & Humanities,Psychology,NA,NA
994,N331119418212,M,Singapore,ay1819,PSYCHOLOGY,82.54469661,82.119292845,Psychology,"Philosophy, Politics and Economics",NA,NA
995,N332119414212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.85908326,75.6201776825,"Philosophy, Politics and Economics",Arts & Humanities,NA,NA
996,N333119413212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",82.82953388,82.4064634125,"Philosophy, Politics and Economics",Undecided,NA,NA
997,N334119412212,M,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",90.98933964,96.182883955,"Mathematical, Computational and Statistical Sciences",Psychology,800,NA
998,N376119418216,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",73.52293774,66.0183448975,"Philosophy, Politics and Economics",Global Affairs,NA,NA
999,N377119414216,M,Singapore,ay1819,LITERATURE,72.89182804,71.007430195,Literature,Life Sciences,NA,NA
1000,N378119413216,F,Singapore,ay1819,ANTHROPOLOGY,79.43691461,82.34996411,Anthropology,Undecided,NA,B
1001,N379119412216,F,Singapore,ay1819,LITERATURE,70.03275603,66.015109205,Literature,Arts & Humanities,NA,B
1002,N380119402216,F,North America,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",58.16707388,48.69009792,"Philosophy, Politics and Economics",Arts & Humanities,730,NA
1003,N314119402219,F,Singapore,ay1819,PSYCHOLOGY,77.03047992,72.850955885,Psychology,Arts & Humanities,NA,A
1004,N316119424219,F,Singapore,ay1819,ARTS AND HUMANITIES,72.02101437,62.9358457625,Arts & Humanities,Undecided,NA,A
1005,N317119423219,F,Singapore,ay1819,LIFE SCIENCES,77.3374925,70.7724472975,Life Sciences,Arts & Humanities,790,NA
1006,N318119421219,M,East Asia,ay1819,GLOBAL AFFAIRS,76.10765403,70.5519973075,Global Affairs,"Philosophy, Politics and Economics",790,A
1007,N320119408219,F,Singapore,ay1819,LITERATURE,79.31406529,82.4402507575,Literature,Literature,NA,NA
1008,N322119401219,F,South Asia,ay1819,Undecided,80.08501688,82.11616567,Undecided,Physical Sciences,760,A
1009,N324119425219,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.60061194,75.7949522,"Philosophy, Politics and Economics",Economics,640,B
1010,N325119424219,F,Singapore,ay1819,GLOBAL AFFAIRS,75.35657431,67.1496628675,Global Affairs,Psychology,790,B
1011,N399119414221,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.84671126,77.596501555,"Philosophy, Politics and Economics",Economics,710,B
1012,N300119424222,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.08780212,62.538201025,"Philosophy, Politics and Economics",Global Affairs,690,NA
