"","PIN","Sex.x","Region","Year","Major","Grade","HSG","IndGrd2","Academic.Interest.1","Academic.Interest.2","SAT"
"807","N301119413208","F","Other","ay1819","PHYSICAL SCIENCES",72.31701034,NA,54.1352607575,"Physical Sciences","Environmental Studies",620
"808","N302119412208","F","North America","ay1819","LIFE SCIENCES",80.83612291,NA,78.9088215725,"Life Sciences","History",620
"809","N303119410208","F","Other","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.18888351,"B",63.5115641725,"Mathematical, Computational and Statistical Sciences","Life Sciences",650
"810","N304119408208","F","Southeast Asia","ay1819","Undecided",82.21623428,"A",87.1128387175,"Undecided","Psychology",770
"811","N305119405208","F","Singapore","ay1819","PSYCHOLOGY",81.02403104,NA,71.2270615275,"Psychology","Arts & Humanities",NA
"812","N306119401208","F","Singapore","ay1819","PSYCHOLOGY",75.59392525,NA,71.1564870525,"Psychology","Urban Studies",NA
"813","N307119402208","F","Singapore","ay1819","URBAN STUDIES",78.39379722,"A",66.5371511775,"Urban Studies","Environmental Studies",NA
"814","N308119425208","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",70.47719662,NA,55.79005422,"Philosophy, Politics and Economics","Global Affairs",NA
"815","N309119424208","F","Southeast Asia","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",81.29412087,NA,78.79990065,"Philosophy, Politics and Economics","Global Affairs",800
"816","N310119413208","F","Singapore","ay1819","ENVIRONMENTAL STUDIES",78.50688507,"B",72.697346225,"Environmental Studies","Global Affairs",NA
"817","N311119412208","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",90.44306738,"A",90.1018216875,"Philosophy, Politics and Economics","Global Affairs",NA
"818","N312119410208","M","Europe","ay1819","LIFE SCIENCES",81.31468706,"B",75.841982795,"Life Sciences","Global Affairs",780
"819","N313119408208","F","South Asia","ay1819","ECONOMICS",77.6200782,NA,75.2947318775,"Economics","Undecided",780
"820","N314119405208","F","East Asia","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.77034769,NA,84.350135815,"Mathematical, Computational and Statistical Sciences","Philosophy",780
"821","N315119401208","M","Singapore","ay1819","LITERATURE",75.93856442,NA,68.010529575,"Literature","Philosophy, Politics and Economics",NA
"822","N316119402208","F","Europe","ay1819","LIFE SCIENCES",80.78430083,"B",73.454415455,"Life Sciences","Physical Sciences",610
"823","N317119425208","M","Singapore","ay1819","ANTHROPOLOGY",78.98465922,"B",77.1898404375,"Anthropology","Anthropology",710
"824","N318119424208","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",76.62174824,NA,64.25966122,"Philosophy, Politics and Economics","History",NA
"825","N319119423208","F","North America","ay1819","LIFE SCIENCES",80.31219061,NA,76.6084873925,"Life Sciences","Physical Sciences",760
"826","N320119412208","M","South Asia","ay1819","Undecided",78.12383727,NA,71.02678489,"Undecided","Philosophy, Politics and Economics",740
"827","N321119410208","F","Southeast Asia","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.68313454,NA,68.359970785,"Mathematical, Computational and Statistical Sciences","Physical Sciences",790
"828","N322119408208","M","Singapore","ay1819","HISTORY",78.37297867,"A",71.5609830025,"History","Philosophy, Politics and Economics",NA
"829","N324119401208","F","Singapore","ay1819","PSYCHOLOGY",87.78879287,"A",92.72364089,"Psychology","Mathematical, Computational and Statistical Sciences",NA
"830","N325119402208","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",76.3534103,"A",76.32174831,"Philosophy, Politics and Economics","Literature",NA
"831","N326119425208","M","East Asia","ay1819","ECONOMICS",69.51487048,"A",74.89725974,"Economics","Life Sciences",800
"832","N327119424208","F","Southeast Asia","ay1819","URBAN STUDIES",76.72053619,NA,70.2813213675,"Urban Studies","Philosophy, Politics and Economics",780
"833","N328119423208","F","Singapore","ay1819","ENVIRONMENTAL STUDIES",74.31526843,NA,61.3178533425,"Environmental Studies","Arts & Humanities",NA
"834","N329119421208","F","South Asia","ay1819","PSYCHOLOGY",77.222021,NA,70.5187103975,"Psychology","Global Affairs",730
"835","N330119410208","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",83.43765686,"A",84.810332425,"Philosophy, Politics and Economics","Physical Sciences",NA
"836","N331119408208","F","East Asia","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",74.73433378,NA,65.13830338,"Philosophy, Politics and Economics","Global Affairs",780
"837","N332119405208","F","Other","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",76.84307738,NA,72.1228692375,"Philosophy, Politics and Economics","Global Affairs",760
"838","N333119401208","F","Singapore","ay1819","PSYCHOLOGY",67.55921327,NA,54.6967605425,"Psychology","Undecided",NA
"839","N334119402208","M","Singapore","ay1819","GLOBAL AFFAIRS",76.20684916,NA,69.754392355,"Global Affairs","Philosophy, Politics and Economics",630
"840","N335119425208","F","Singapore","ay1819","ARTS AND HUMANITIES",71.15732125,"B",53.859337215,"Arts & Humanities","Philosophy, Politics and Economics",NA
"841","N336119424208","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",84.38320656,"B",80.8555148825,"Philosophy, Politics and Economics","Anthropology",780
"842","N337119423208","M","North America","ay1819","PHILOSOPHY",79.98670071,"B",74.4364719725,"Philosophy","Global Affairs",680
"843","N339119418208","M","Singapore","ay1819","ARTS AND HUMANITIES",69.54926619,"C",47.240964925,"Arts & Humanities","Undecided",NA
"844","N340119408208","M","East Asia","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",75.57133794,"C",69.8041380925,"Philosophy, Politics and Economics","Global Affairs",720
"845","N341119405208","F","Europe","ay1819","GLOBAL AFFAIRS",80.40311588,NA,77.194530815,"Global Affairs","Philosophy, Politics and Economics",680
"846","N342119401208","M","Southeast Asia","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.02139795,"A",87.4819929725,"Mathematical, Computational and Statistical Sciences","Economics",790
"847","N343119402208","F","Other","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",78.01628074,NA,70.396946,"Philosophy, Politics and Economics","Global Affairs",680
"848","N344119425208","M","North America","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.66198605,"A",74.4502156475,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",780
"849","N345119424208","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",75.74458545,NA,65.946015745,"Philosophy, Politics and Economics","Global Affairs",NA
"850","N346119423208","F","Singapore","ay1819","LIFE SCIENCES",74.00718703,"A",66.35327196,"Life Sciences","Environmental Studies",750
"851","N347119421208","M","Singapore","ay1819","ECONOMICS",83.22493115,"A",82.218658245,"Economics","Arts & Humanities",NA
"852","N348119418208","F","Singapore","ay1819","ECONOMICS",75.09895046,"B",65.0538219175,"Economics","Global Affairs",NA
"853","N349119414208","M","Southeast Asia","ay1819","PHYSICAL SCIENCES",77.72026702,NA,71.3570118075,"Physical Sciences","Mathematical, Computational and Statistical Sciences",760
"854","N351119401208","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",77.85470498,"A",71.49309164,"Philosophy, Politics and Economics","Economics",NA
"855","N352119402208","F","South Asia","ay1819","ECONOMICS",88.00392544,"A",88.7432722025,"Economics","Arts & Humanities",800
"856","N353119425208","M","Singapore","ay1819","URBAN STUDIES",83.53114131,"A",82.540500485,"Urban Studies","Anthropology",NA
"857","N354119424208","F","Europe","ay1819","LIFE SCIENCES",81.11274435,"B",76.39409693,"Life Sciences","Psychology",NA
"858","N355119423208","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",78.0803827,"A",72.068991675,"Philosophy, Politics and Economics","Economics",780
"859","N356119421208","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",79.00138709,"A",69.97396326,"Philosophy, Politics and Economics","Global Affairs",720
"860","N357119418208","M","Europe","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",77.98405601,NA,72.2065920875,"Philosophy, Politics and Economics","Global Affairs",700
"861","N358119414208","F","Singapore","ay1819","LITERATURE",69.9390469,"B",64.7640821275,"Literature","Literature",NA
"862","N359119413208","M","North America","ay1819","LIFE SCIENCES",78.83976012,"B",80.8599761975,"Life Sciences","Arts & Humanities",700
"863","N360119401208","M","South Asia","ay1819","LIFE SCIENCES",81.50159841,"A",77.247978115,"Life Sciences","Mathematical, Computational and Statistical Sciences",760
"864","N361119402208","M","Singapore","ay1819","HISTORY",80.03652803,NA,79.9892643175,"History","Philosophy, Politics and Economics",760
"865","N362119425208","F","Europe","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",79.03459874,NA,68.12826946,"Philosophy, Politics and Economics","Economics",720
"866","N363119424208","F","Singapore","ay1819","LITERATURE",75.14816257,NA,67.6298601225,"Literature","Anthropology",NA
"867","N364119423208","F","Singapore","ay1819","ARTS AND HUMANITIES",74.71603529,"A",79.8559128725,"Arts & Humanities","Philosophy, Politics and Economics",790
"868","N365119421208","M","Singapore","ay1819","ENVIRONMENTAL STUDIES",83.78095606,NA,80.5259881275,"Environmental Studies","Life Sciences",NA
"869","N366119418208","M","Other","ay1819","LIFE SCIENCES",79.07209783,NA,73.6658444925,"Life Sciences","Life Sciences",800
"870","N367119414208","M","North America","ay1819","URBAN STUDIES",82.07795873,NA,77.32713425,"Urban Studies","Economics",760
"871","N368119413208","F","Other","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",75.08755956,NA,63.874118485,"Philosophy, Politics and Economics","Global Affairs",640
"872","N369119412208","F","East Asia","ay1819","ENVIRONMENTAL STUDIES",82.89375168,NA,85.21058453,"Environmental Studies","Philosophy, Politics and Economics",800
"873","N370119402208","M","Other","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.19828755,NA,72.22218306,"Mathematical, Computational and Statistical Sciences","Physical Sciences",740
"874","N371119425208","M","Other","ay1819","ECONOMICS",70.33519824,NA,64.4414643825,"Economics","Philosophy, Politics and Economics",790
"875","N372119424208","M","Europe","ay1819","ECONOMICS",76.39220291,"A",72.9289165375,"Economics","Mathematical, Computational and Statistical Sciences",750
"876","N373119423208","F","Singapore","ay1819","ECONOMICS",82.25886177,"A",83.701622655,"Economics","Global Affairs",NA
"877","N376119414208","F","North America","ay1819","GLOBAL AFFAIRS",77.02458097,NA,73.49039013,"Global Affairs","Anthropology",710
"878","N377119413208","M","Singapore","ay1819","ARTS AND HUMANITIES",82.26178718,"A",NA,"Arts & Humanities","Physical Sciences",NA
"879","N378119412208","M","Singapore","ay1819","ECONOMICS",76.82503392,"A",78.8053299225,"Economics","Global Affairs",800
"880","N379119410208","F","East Asia","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.64648186,"A",90.760097,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",800
"881","N380119425208","M","East Asia","ay1819","ECONOMICS",85.47238865,NA,89.90274464,"Economics","Philosophy, Politics and Economics",800
"882","N381119424208","F","Singapore","ay1819","LITERATURE",67.99037804,NA,NA,"Literature","Arts & Humanities",NA
"883","N382119423208","M","Singapore","ay1819","LITERATURE",78.6366339,"B",72.31581924,"Literature","Psychology",NA
"884","N383119421208","F","South Asia","ay1819","GLOBAL AFFAIRS",74.03627322,NA,64.732222475,"Global Affairs","Arts & Humanities",680
"885","N384119418208","F","Singapore","ay1819","LITERATURE",76.25198794,"A",69.812455845,"Literature","Philosophy, Politics and Economics",690
"886","N385119414208","F","North America","ay1819","GLOBAL AFFAIRS",67.76557776,NA,55.6928635175,NA,NA,NA
"887","N386119413208","M","East Asia","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.85931655,"B",78.740574835,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",770
"888","N387119412208","F","Singapore","ay1819","ARTS AND HUMANITIES",71.23109151,"C",56.0935173275,"Arts & Humanities","Anthropology",NA
"889","N388119410208","M","Singapore","ay1819","ECONOMICS",89.43736685,"A",92.23978328,"Economics","Philosophy, Politics and Economics",NA
"890","N389119408208","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",79.20942248,"B",69.78086199,"Philosophy, Politics and Economics","Undecided",NA
"891","N390119424208","M","Singapore","ay1819","PSYCHOLOGY",68.1209371,NA,62.65040264,"Psychology","Philosophy",NA
"892","N391119423208","F","Singapore","ay1819","LITERATURE",76.97418998,"A",66.6331816975,"Literature","Arts & Humanities",NA
"893","N392119421208","M","Singapore","ay1819","ECONOMICS",77.81693877,"A",63.852968265,"Economics","Life Sciences",NA
"894","N393119418208","F","Singapore","ay1819","Undecided",78.12472523,"A",76.6757389875,"Undecided","Undecided",NA
"895","N394119414208","M","South Asia","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",74.71792121,NA,70.6440621175,"Philosophy, Politics and Economics","Economics",710
"896","N396119412208","M","Singapore","ay1819","PHILOSOPHY",81.9965037,"A",84.4521975575,"Philosophy","Mathematical, Computational and Statistical Sciences",NA
"897","N397119410208","F","Singapore","ay1819","LITERATURE",78.40684426,"A",78.5860234275,"Literature","Arts & Humanities",NA
"898","N398119408208","M","Europe","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.0895036,NA,84.650188615,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",740
"899","N399119405208","M","East Asia","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.47626382,NA,76.2481988525,"Mathematical, Computational and Statistical Sciences","Undecided",770
"900","N300119413209","M","South Asia","ay1819","ECONOMICS",78.60165545,NA,65.37550887,"Economics","Philosophy, Politics and Economics",710
"901","N301119412209","F","South Asia","ay1819","ECONOMICS",78.60190998,NA,71.456198525,"Economics","Life Sciences",740
"902","N302119410209","M","Southeast Asia","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.32445779,"B",70.1745088675,"Mathematical, Computational and Statistical Sciences","Economics",770
"903","N303119408209","F","Singapore","ay1819","ANTHROPOLOGY",73.30359116,NA,59.583271825,"Anthropology","Urban Studies",NA
"904","N304119405209","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",71.38385289,NA,57.3747933825,"Philosophy, Politics and Economics","Arts & Humanities",NA
"905","N305119401209","F","Singapore","ay1819","ANTHROPOLOGY",78.4103131,NA,74.42982339,"Anthropology","Environmental Studies",720
"906","N306119402209","M","Singapore","ay1819","HISTORY",72.15300642,"C",54.2744112875,"History","Global Affairs",NA
"907","N307119425209","M","East Asia","ay1819","Undecided",74.07287839,NA,64.90482745,"Undecided","Undecided",760
"908","N308119424209","F","Singapore","ay1819","PSYCHOLOGY",76.73771412,"A",75.1189263875,"Psychology","Economics",NA
"909","N309119423209","F","Singapore","ay1819","ANTHROPOLOGY",75.02702342,"B",66.6325142675,"Anthropology","Arts & Humanities",NA
"910","N310119412209","F","Other","ay1819","GLOBAL AFFAIRS",74.59054991,NA,71.4333611775,"Global Affairs","History",660
"911","N311119410209","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",79.40245523,NA,71.040674905,"Philosophy, Politics and Economics","Global Affairs",690
"912","N312119408209","F","Singapore","ay1819","ENVIRONMENTAL STUDIES",76.51169327,NA,73.111470185,"Environmental Studies","Philosophy, Politics and Economics",NA
"913","N313119405209","F","North America","ay1819","PSYCHOLOGY",78.87573495,"D",69.3723153375,"Psychology","Philosophy",790
"914","N314119401209","F","Singapore","ay1819","PSYCHOLOGY",76.24724811,"A",69.9917699075,"Psychology","Environmental Studies",NA
"915","N315119402209","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",81.57239847,"B",81.7994853775,"Philosophy, Politics and Economics","Literature",NA
"916","N316119425209","F","Singapore","ay1819","ANTHROPOLOGY",76.26374503,NA,63.936852155,"Anthropology","Arts & Humanities",NA
"917","N317119424209","M","Singapore","ay1819","HISTORY",75.87468596,"A",67.981655375,"History","Literature",NA
"918","N318119423209","M","Singapore","ay1819","ANTHROPOLOGY",78.94411896,NA,62.9435536675,"Anthropology","Philosophy, Politics and Economics",NA
"919","N319119421209","F","North America","ay1819","GLOBAL AFFAIRS",84.56822207,"A",78.67642197,"Global Affairs","Philosophy, Politics and Economics",730
"920","N320119410209","F","Other","ay1819","GLOBAL AFFAIRS",71.78325383,NA,57.7335121825,"Global Affairs","Philosophy, Politics and Economics",740
"921","N321119408209","M","East Asia","ay1819","ENVIRONMENTAL STUDIES",79.47462474,"A",89.6877847275,"Environmental Studies","Economics",800
"922","N322119405209","M","Southeast Asia","ay1819","ECONOMICS",85.78031262,"C",85.5754645575,"Economics","Philosophy, Politics and Economics",770
"923","N323119401209","F","Singapore","ay1819","Undecided",86.93582636,"A",81.87129971,"Undecided","Undecided",NA
"924","N324119402209","M","Singapore","ay1819","HISTORY",72.61554113,"B",60.8414666025,"History","Global Affairs",NA
"925","N325119425209","F","Singapore","ay1819","Undecided",80.1562807,NA,71.580250665,"Life Sciences","Philosophy, Politics and Economics",800
"926","N326119424209","M","Singapore","ay1819","PHILOSOPHY",82.63642953,"A",82.665404045,"Philosophy","Psychology",NA
"927","N327119423209","F","Other","ay1819","LIFE SCIENCES",80.86218981,NA,NA,"Life Sciences",NA,740
"928","N328119421209","F","Singapore","ay1819","LITERATURE",76.07793531,NA,72.83881281,"Literature","Anthropology",NA
"929","N329119418209","F","South Asia","ay1819","PSYCHOLOGY",76.89403081,"B",70.015506555,"Psychology","Literature",720
"930","N330119408209","F","North America","ay1819","GLOBAL AFFAIRS",75.51401413,NA,62.8647445675,"Global Affairs","Philosophy, Politics and Economics",700
"931","N331119405209","M","North America","ay1819","GLOBAL AFFAIRS",74.57324921,NA,72.6411942775,"Global Affairs","Philosophy, Politics and Economics",780
"932","N332119401209","F","Singapore","ay1819","PHILOSOPHY",75.09617861,NA,64.45918049,"Philosophy","Literature",NA
"933","N333119402209","F","East Asia","ay1819","PSYCHOLOGY",78.55847726,NA,72.95300891,"Psychology","History",780
"934","N334119425209","M","Singapore","ay1819","GLOBAL AFFAIRS",74.85379781,"B",62.50304207,"Global Affairs","Philosophy, Politics and Economics",NA
"935","N335119424209","F","North America","ay1819","ENVIRONMENTAL STUDIES",81.35349032,"C",79.195240115,"Environmental Studies","Economics",780
"936","N336119423209","M","Singapore","ay1819","PSYCHOLOGY",76.32589328,"A",62.4178248175,"Psychology","Economics",730
"937","N337119421209","M","Singapore","ay1819","LIFE SCIENCES",80.57837674,NA,81.8177734525,"Life Sciences",NA,720
"938","N338119418209","F","Singapore","ay1819","GLOBAL AFFAIRS",75.13535819,NA,69.6222363675,"Global Affairs","Environmental Studies",NA
"939","N339119414209","F","East Asia","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",59.00728008,NA,38.50749284,"Philosophy, Politics and Economics","Urban Studies",690
"940","N340119405209","M","Southeast Asia","ay1819","ECONOMICS",76.31999674,NA,69.74936797,"Economics","Undecided",720
"941","N342119402209","M","East Asia","ay1819","GLOBAL AFFAIRS",69.88258987,NA,63.716453705,"Global Affairs","History",710
"942","N343119425209","F","Southeast Asia","ay1819","PSYCHOLOGY",76.8619304,"A",72.3110637575,"Psychology","Life Sciences",NA
"943","N344119424209","M","Singapore","ay1819","ECONOMICS",74.57584613,"B",68.4766185625,"Economics","Anthropology",NA
"944","N345119423209","M","South Asia","ay1819","PHYSICAL SCIENCES",71.55217695,NA,63.653632795,"Physical Sciences","Undecided",710
"945","N346119421209","M","South Asia","ay1819","ARTS AND HUMANITIES",71.62540699,NA,53.70614135,"Arts & Humanities","Literature",680
"946","N347119418209","M","Europe","ay1819","URBAN STUDIES",77.54919871,NA,70.4415955225,"Urban Studies","History",700
"947","N348119414209","F","East Asia","ay1819","ANTHROPOLOGY",75.12612769,NA,63.0401230975,"Anthropology","Global Affairs",800
"948","N349119413209","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",77.67948944,"B",70.2529685375,"Philosophy, Politics and Economics","Global Affairs",NA
"949","N350119401209","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",78.75991222,"B",78.0646908675,"Philosophy, Politics and Economics","Global Affairs",NA
"950","N351119402209","M","Singapore","ay1819","PSYCHOLOGY",86.81918968,"A",89.2027496125,"Psychology","Mathematical, Computational and Statistical Sciences",NA
"951","N352119425209","F","East Asia","ay1819","LIFE SCIENCES",85.26039911,"A",87.5436826725,"Life Sciences","Arts & Humanities",790
"952","N353119424209","F","Singapore","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.09941793,NA,62.270542175,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",NA
"953","N354119423209","F","Southeast Asia","ay1819","GLOBAL AFFAIRS",83.41369254,NA,83.01681312,"Global Affairs","Philosophy, Politics and Economics",720
"954","N355119421209","F","Singapore","ay1819","ARTS AND HUMANITIES",73.6535801,NA,59.8686389025,NA,NA,NA
"955","N356119418209","M","Southeast Asia","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",69.41137513,"A",64.8771427975,"Mathematical, Computational and Statistical Sciences","Physical Sciences",780
"956","N357119414209","M","Singapore","ay1819","PHILOSOPHY",75.06654743,NA,61.76014605,"Philosophy","Arts & Humanities",NA
"957","N359119412209","F","Europe","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",72.65987957,NA,74.5085425025,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",720
"958","N360119402209","M","South Asia","ay1819","Undecided",79.39008889,NA,77.499627335,"Undecided","Economics",780
"959","N361119425209","M","Singapore","ay1819","ECONOMICS",81.39077421,"C",78.2125199175,"Economics","Philosophy, Politics and Economics",700
"960","N362119424209","F","Singapore","ay1819","ARTS AND HUMANITIES",80.47147611,NA,76.3893857325,"Arts & Humanities","Psychology",730
"961","N363119423209","M","East Asia","ay1819","ECONOMICS",83.8776888,NA,83.05985078,"Economics","Philosophy, Politics and Economics",NA
"962","N364119421209","F","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",78.20739087,NA,84.75606763,"Philosophy, Politics and Economics","Global Affairs",NA
"963","N365119418209","F","East Asia","ay1819","ARTS AND HUMANITIES",78.36757875,NA,71.8993662575,"Arts & Humanities","Urban Studies",740
"964","N366119414209","F","Singapore","ay1819","LITERATURE",76.71961726,"A",73.169176935,"Literature","Arts & Humanities",NA
"965","N367119413209","M","Europe","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",81.26889028,"D",72.6180334875,"Philosophy, Politics and Economics","Philosophy",740
"966","N368119412209","F","Singapore","ay1819","LIFE SCIENCES",78.75055278,NA,71.507902305,"Life Sciences","Undecided",740
"967","N369119410209","F","Singapore","ay1819","ARTS AND HUMANITIES",85.7172924,"B",85.3434007,"Arts & Humanities","Philosophy, Politics and Economics",750
"968","N371119424209","F","Singapore","ay1819","PSYCHOLOGY",76.08321746,NA,68.3351987525,"Psychology","Arts & Humanities",NA
"969","N372119423209","F","Singapore","ay1819","ANTHROPOLOGY",76.66365168,"A",64.535095985,"Anthropology","History",NA
"970","N373119421209","M","Singapore","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.55025618,"A",81.8188015425,"Mathematical, Computational and Statistical Sciences","Economics",740
"971","N374119418209","F","Singapore","ay1819","ANTHROPOLOGY",85.56114075,"A",89.54208024,"Anthropology","Arts & Humanities",NA
"972","N375119414209","M","North America","ay1819","ENVIRONMENTAL STUDIES",85.42618682,"A",86.847026675,"Environmental Studies","Life Sciences",780
"973","N376119413209","F","East Asia","ay1819","Undecided",81.58343249,"A",80.0617168825,"Undecided","Psychology",780
"974","N377119412209","M","North America","ay1819","HISTORY",84.70685295,"A",83.4383549475,"History","Mathematical, Computational and Statistical Sciences",700
"975","N378119410209","F","Europe","ay1819","LIFE SCIENCES",72.19332908,NA,NA,"Life Sciences","Literature",740
"976","N379119408209","F","Singapore","ay1819","Undecided",74.69652469,NA,63.1904735675,"Undecided","Undecided",NA
"977","N380119424209","M","Singapore","ay1819","ECONOMICS",84.05024733,"A",85.0121253675,"Economics","Philosophy, Politics and Economics",NA
"978","N381119423209","F","North America","ay1819","GLOBAL AFFAIRS",72.43408618,"B",NA,"Global Affairs","Physical Sciences",780
"979","N382119421209","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",75.83243202,NA,70.3371931475,"Philosophy, Politics and Economics","Global Affairs",NA
"980","N383119418209","M","Europe","ay1819","GLOBAL AFFAIRS",81.00109427,"A",80.7025347425,"Global Affairs","Philosophy, Politics and Economics",NA
"981","N384119414209","F","Singapore","ay1819","HISTORY",84.03018945,"A",80.17279824,"History","Global Affairs",710
"982","N319119405212","M","Singapore","ay1819","ENVIRONMENTAL STUDIES",83.69248361,NA,80.7516038425,"Environmental Studies","Philosophy, Politics and Economics",790
"983","N320119423212","M","Singapore","ay1819","ARTS AND HUMANITIES",66.80231148,NA,56.442427965,"Arts & Humanities","Undecided",NA
"984","N321119421212","M","Singapore","ay1819","URBAN STUDIES",79.75202245,NA,76.0177887675,"Urban Studies","Arts & Humanities",NA
"985","N322119418212","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",81.59053311,NA,78.3337326925,"Philosophy, Politics and Economics","Anthropology",NA
"986","N323119414212","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",76.49810958,NA,71.9881269925,"Philosophy, Politics and Economics","Literature",NA
"987","N324119413212","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",76.8699989,NA,70.6751904325,"Philosophy, Politics and Economics","Global Affairs",NA
"988","N325119412212","M","Singapore","ay1819","LITERATURE",82.50638341,NA,81.9748161275,"Literature","Anthropology",800
"989","N326119410212","M","Singapore","ay1819","ARTS AND HUMANITIES",79.78941579,NA,77.1831371025,"Arts & Humanities","Economics",NA
"990","N327119408212","M","Singapore","ay1819","ARTS AND HUMANITIES",74.81876314,NA,69.54784553,"Arts & Humanities","Economics",NA
"991","N328119405212","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",75.7570074,NA,71.58484695,"Philosophy, Politics and Economics","Global Affairs",NA
"992","N329119401212","F","Singapore","ay1819","ENVIRONMENTAL STUDIES",88.28122203,NA,92.60122914,"Environmental Studies","Economics",NA
"993","N330119421212","M","Singapore","ay1819","ARTS AND HUMANITIES",81.50286475,NA,82.5050362425,"Arts & Humanities","Psychology",NA
"994","N331119418212","M","Singapore","ay1819","PSYCHOLOGY",82.54469661,NA,82.119292845,"Psychology","Philosophy, Politics and Economics",NA
"995","N332119414212","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",79.85908326,NA,75.6201776825,"Philosophy, Politics and Economics","Arts & Humanities",NA
"996","N333119413212","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",82.82953388,NA,82.4064634125,"Philosophy, Politics and Economics","Undecided",NA
"997","N334119412212","M","Singapore","ay1819","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",90.98933964,NA,96.182883955,"Mathematical, Computational and Statistical Sciences","Psychology",800
"998","N376119418216","M","Singapore","ay1819","PHILOSOPHY, POLITICS AND ECONOMICS",73.52293774,NA,66.0183448975,"Philosophy, Politics and Economics","Global Affairs",NA
"999","N377119414216","M","Singapore","ay1819","LITERATURE",72.89182804,NA,71.007430195,"Literature","Life Sciences",NA
"1000","N378119413216","F","Singapore","ay1819","ANTHROPOLOGY",79.43691461,"B",82.34996411,"Anthropology","Undecided",NA
