,PIN,Sex,Region,Year,Major,Grade,IndGrd2,AC1,AC2,SATimp,HSG_imp
808,N314119405208,F,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.77034769,1.0,"Mathematical, Computational and Statistical Sciences",Philosophy,780.0,1.0
809,N315119401208,M,Singapore,ay1819,LITERATURE,75.93856442,0.0,Literature,"Philosophy, Politics and Economics",732.0,2.0
810,N316119402208,F,Europe,ay1819,LIFE SCIENCES,80.78430083,0.0,Life Sciences,Physical Sciences,610.0,2.0
811,N317119425208,M,Singapore,ay1819,ANTHROPOLOGY,78.98465922,0.0,Anthropology,Anthropology,710.0,2.0
812,N318119424208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.62174824,0.0,"Philosophy, Politics and Economics",History,724.0,2.0
813,N319119423208,F,North America,ay1819,LIFE SCIENCES,80.31219061,0.0,Life Sciences,Physical Sciences,760.0,1.0
814,N320119412208,M,South Asia,ay1819,Undecided,78.12383727,0.0,Undecided,"Philosophy, Politics and Economics",740.0,2.0
815,N321119410208,F,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.68313454,0.0,"Mathematical, Computational and Statistical Sciences",Physical Sciences,790.0,2.0
816,N322119408208,M,Singapore,ay1819,HISTORY,78.37297867,0.0,History,"Philosophy, Politics and Economics",740.0,1.0
817,N324119401208,F,Singapore,ay1819,PSYCHOLOGY,87.78879287,1.0,Psychology,"Mathematical, Computational and Statistical Sciences",789.0,1.0
818,N325119402208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.3534103,0.0,"Philosophy, Politics and Economics",Literature,751.0,1.0
819,N326119425208,M,East Asia,ay1819,ECONOMICS,69.51487048,0.0,Economics,Life Sciences,800.0,1.0
820,N327119424208,F,Southeast Asia,ay1819,URBAN STUDIES,76.72053619,0.0,Urban Studies,"Philosophy, Politics and Economics",780.0,2.0
821,N328119423208,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,74.31526843,0.0,Environmental Studies,Arts & Humanities,717.0,2.0
822,N329119421208,F,South Asia,ay1819,PSYCHOLOGY,77.222021,0.0,Psychology,Global Affairs,730.0,2.0
823,N330119410208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",83.43765686,1.0,"Philosophy, Politics and Economics",Physical Sciences,771.0,1.0
824,N331119408208,F,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.73433378,0.0,"Philosophy, Politics and Economics",Global Affairs,780.0,2.0
825,N332119405208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.84307738,0.0,"Philosophy, Politics and Economics",Global Affairs,760.0,2.0
826,N333119401208,F,Singapore,ay1819,PSYCHOLOGY,67.55921327,0.0,Psychology,Undecided,702.0,2.0
827,N334119402208,M,Singapore,ay1819,GLOBAL AFFAIRS,76.20684916,0.0,Global Affairs,"Philosophy, Politics and Economics",630.0,2.0
828,N335119425208,F,Singapore,ay1819,ARTS AND HUMANITIES,71.15732125,0.0,Arts & Humanities,"Philosophy, Politics and Economics",700.0,2.0
829,N336119424208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",84.38320656,1.0,"Philosophy, Politics and Economics",Anthropology,780.0,2.0
830,N337119423208,M,North America,ay1819,PHILOSOPHY,79.98670071,0.0,Philosophy,Global Affairs,680.0,2.0
831,N339119418208,M,Singapore,ay1819,ARTS AND HUMANITIES,69.54926619,0.0,Arts & Humanities,Undecided,685.0,3.0
832,N340119408208,M,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.57133794,0.0,"Philosophy, Politics and Economics",Global Affairs,720.0,3.0
833,N341119405208,F,Europe,ay1819,GLOBAL AFFAIRS,80.40311588,0.0,Global Affairs,"Philosophy, Politics and Economics",680.0,1.0
834,N342119401208,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.02139795,1.0,"Mathematical, Computational and Statistical Sciences",Economics,790.0,1.0
835,N343119402208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.01628074,0.0,"Philosophy, Politics and Economics",Global Affairs,680.0,2.0
836,N344119425208,M,North America,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.66198605,0.0,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",780.0,1.0
837,N345119424208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.74458545,0.0,"Philosophy, Politics and Economics",Global Affairs,727.0,2.0
838,N346119423208,F,Singapore,ay1819,LIFE SCIENCES,74.00718703,0.0,Life Sciences,Environmental Studies,750.0,1.0
839,N347119421208,M,Singapore,ay1819,ECONOMICS,83.22493115,1.0,Economics,Arts & Humanities,765.0,1.0
840,N348119418208,F,Singapore,ay1819,ECONOMICS,75.09895046,0.0,Economics,Global Affairs,725.0,2.0
841,N349119414208,M,Southeast Asia,ay1819,PHYSICAL SCIENCES,77.72026702,0.0,Physical Sciences,"Mathematical, Computational and Statistical Sciences",760.0,2.0
842,N351119401208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.85470498,0.0,"Philosophy, Politics and Economics",Economics,740.0,1.0
843,N352119402208,F,South Asia,ay1819,ECONOMICS,88.00392544,1.0,Economics,Arts & Humanities,800.0,1.0
844,N353119425208,M,Singapore,ay1819,URBAN STUDIES,83.53114131,1.0,Urban Studies,Anthropology,765.0,1.0
845,N354119424208,F,Europe,ay1819,LIFE SCIENCES,81.11274435,0.0,Life Sciences,Psychology,751.0,2.0
846,N355119423208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.0803827,0.0,"Philosophy, Politics and Economics",Economics,780.0,1.0
847,N356119421208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.00138709,0.0,"Philosophy, Politics and Economics",Global Affairs,720.0,1.0
848,N357119418208,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.98405601,0.0,"Philosophy, Politics and Economics",Global Affairs,700.0,2.0
849,N358119414208,F,Singapore,ay1819,LITERATURE,69.9390469,0.0,Literature,Literature,725.0,2.0
850,N359119413208,M,North America,ay1819,LIFE SCIENCES,78.83976012,1.0,Life Sciences,Arts & Humanities,700.0,2.0
851,N360119401208,M,South Asia,ay1819,LIFE SCIENCES,81.50159841,0.0,Life Sciences,"Mathematical, Computational and Statistical Sciences",760.0,1.0
852,N361119402208,M,Singapore,ay1819,HISTORY,80.03652803,1.0,History,"Philosophy, Politics and Economics",760.0,1.0
853,N362119425208,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.03459874,0.0,"Philosophy, Politics and Economics",Economics,720.0,2.0
854,N363119424208,F,Singapore,ay1819,LITERATURE,75.14816257,0.0,Literature,Anthropology,731.0,2.0
855,N364119423208,F,Singapore,ay1819,ARTS AND HUMANITIES,74.71603529,1.0,Arts & Humanities,"Philosophy, Politics and Economics",790.0,1.0
856,N365119421208,M,Singapore,ay1819,ENVIRONMENTAL STUDIES,83.78095606,1.0,Environmental Studies,Life Sciences,761.0,1.0
857,N366119418208,M,Other,ay1819,LIFE SCIENCES,79.07209783,0.0,Life Sciences,Life Sciences,800.0,2.0
858,N367119414208,M,North America,ay1819,URBAN STUDIES,82.07795873,0.0,Urban Studies,Economics,760.0,1.0
859,N368119413208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.08755956,0.0,"Philosophy, Politics and Economics",Global Affairs,640.0,2.0
860,N369119412208,F,East Asia,ay1819,ENVIRONMENTAL STUDIES,82.89375168,1.0,Environmental Studies,"Philosophy, Politics and Economics",800.0,1.0
861,N370119402208,M,Other,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.19828755,0.0,"Mathematical, Computational and Statistical Sciences",Physical Sciences,740.0,2.0
862,N371119425208,M,Other,ay1819,ECONOMICS,70.33519824,0.0,Economics,"Philosophy, Politics and Economics",790.0,2.0
863,N372119424208,M,Europe,ay1819,ECONOMICS,76.39220291,0.0,Economics,"Mathematical, Computational and Statistical Sciences",750.0,1.0
864,N373119423208,F,Singapore,ay1819,ECONOMICS,82.25886177,1.0,Economics,Global Affairs,768.0,1.0
865,N376119414208,F,North America,ay1819,GLOBAL AFFAIRS,77.02458097,0.0,Global Affairs,Anthropology,710.0,2.0
866,N378119412208,M,Singapore,ay1819,ECONOMICS,76.82503392,0.0,Economics,Global Affairs,800.0,1.0
867,N379119410208,F,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.64648186,1.0,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",800.0,1.0
868,N380119425208,M,East Asia,ay1819,ECONOMICS,85.47238865,1.0,Economics,"Philosophy, Politics and Economics",800.0,1.0
869,N382119423208,M,Singapore,ay1819,LITERATURE,78.6366339,0.0,Literature,Psychology,742.0,2.0
870,N383119421208,F,South Asia,ay1819,GLOBAL AFFAIRS,74.03627322,0.0,Global Affairs,Arts & Humanities,680.0,2.0
871,N384119418208,F,Singapore,ay1819,LITERATURE,76.25198794,0.0,Literature,"Philosophy, Politics and Economics",690.0,1.0
872,N385119414208,F,North America,ay1819,GLOBAL AFFAIRS,67.76557776,0.0,Undeclared,Undeclared,704.0,2.0
873,N386119413208,M,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.85931655,0.0,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",770.0,2.0
874,N387119412208,F,Singapore,ay1819,ARTS AND HUMANITIES,71.23109151,0.0,Arts & Humanities,Anthropology,705.0,3.0
875,N388119410208,M,Singapore,ay1819,ECONOMICS,89.43736685,1.0,Economics,"Philosophy, Politics and Economics",788.0,1.0
876,N389119408208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.20942248,0.0,"Philosophy, Politics and Economics",Undecided,736.0,2.0
877,N390119424208,M,Singapore,ay1819,PSYCHOLOGY,68.1209371,0.0,Psychology,Philosophy,720.0,2.0
878,N391119423208,F,Singapore,ay1819,LITERATURE,76.97418998,0.0,Literature,Arts & Humanities,729.0,1.0
879,N392119421208,M,Singapore,ay1819,ECONOMICS,77.81693877,0.0,Economics,Life Sciences,723.0,1.0
880,N393119418208,F,Singapore,ay1819,Undecided,78.12472523,0.0,Undecided,Undecided,752.0,1.0
881,N394119414208,M,South Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.71792121,0.0,"Philosophy, Politics and Economics",Economics,710.0,2.0
882,N396119412208,M,Singapore,ay1819,PHILOSOPHY,81.9965037,1.0,Philosophy,"Mathematical, Computational and Statistical Sciences",770.0,1.0
883,N397119410208,F,Singapore,ay1819,LITERATURE,78.40684426,0.0,Literature,Arts & Humanities,756.0,1.0
884,N398119408208,M,Europe,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.0895036,1.0,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",740.0,1.0
885,N399119405208,M,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.47626382,0.0,"Mathematical, Computational and Statistical Sciences",Undecided,770.0,1.0
886,N300119413209,M,South Asia,ay1819,ECONOMICS,78.60165545,0.0,Economics,"Philosophy, Politics and Economics",710.0,2.0
887,N301119412209,F,South Asia,ay1819,ECONOMICS,78.60190998,0.0,Economics,Life Sciences,740.0,2.0
888,N302119410209,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.32445779,0.0,"Mathematical, Computational and Statistical Sciences",Economics,770.0,2.0
889,N303119408209,F,Singapore,ay1819,ANTHROPOLOGY,73.30359116,0.0,Anthropology,Urban Studies,713.0,2.0
890,N304119405209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",71.38385289,0.0,"Philosophy, Politics and Economics",Arts & Humanities,708.0,2.0
891,N305119401209,F,Singapore,ay1819,ANTHROPOLOGY,78.4103131,0.0,Anthropology,Environmental Studies,720.0,1.0
892,N306119402209,M,Singapore,ay1819,HISTORY,72.15300642,0.0,History,Global Affairs,701.0,3.0
893,N307119425209,M,East Asia,ay1819,Undecided,74.07287839,0.0,Undecided,Undecided,760.0,2.0
894,N308119424209,F,Singapore,ay1819,PSYCHOLOGY,76.73771412,0.0,Psychology,Economics,748.0,1.0
895,N309119423209,F,Singapore,ay1819,ANTHROPOLOGY,75.02702342,0.0,Anthropology,Arts & Humanities,729.0,2.0
896,N310119412209,F,Other,ay1819,GLOBAL AFFAIRS,74.59054991,0.0,Global Affairs,History,660.0,2.0
897,N311119410209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.40245523,0.0,"Philosophy, Politics and Economics",Global Affairs,690.0,2.0
898,N312119408209,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,76.51169327,0.0,Environmental Studies,"Philosophy, Politics and Economics",744.0,2.0
899,N313119405209,F,North America,ay1819,PSYCHOLOGY,78.87573495,0.0,Psychology,Philosophy,790.0,4.0
900,N314119401209,F,Singapore,ay1819,PSYCHOLOGY,76.24724811,0.0,Psychology,Environmental Studies,737.0,1.0
901,N315119402209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.57239847,1.0,"Philosophy, Politics and Economics",Literature,764.0,2.0
902,N316119425209,F,Singapore,ay1819,ANTHROPOLOGY,76.26374503,0.0,Anthropology,Arts & Humanities,723.0,2.0
903,N317119424209,M,Singapore,ay1819,HISTORY,75.87468596,0.0,History,Literature,732.0,1.0
904,N318119423209,M,Singapore,ay1819,ANTHROPOLOGY,78.94411896,0.0,Anthropology,"Philosophy, Politics and Economics",721.0,2.0
905,N319119421209,F,North America,ay1819,GLOBAL AFFAIRS,84.56822207,0.0,Global Affairs,"Philosophy, Politics and Economics",730.0,1.0
906,N320119410209,F,Other,ay1819,GLOBAL AFFAIRS,71.78325383,0.0,Global Affairs,"Philosophy, Politics and Economics",740.0,2.0
907,N321119408209,M,East Asia,ay1819,ENVIRONMENTAL STUDIES,79.47462474,1.0,Environmental Studies,Economics,800.0,1.0
908,N322119405209,M,Southeast Asia,ay1819,ECONOMICS,85.78031262,1.0,Economics,"Philosophy, Politics and Economics",770.0,3.0
909,N323119401209,F,Singapore,ay1819,Undecided,86.93582636,1.0,Undecided,Undecided,764.0,1.0
910,N324119402209,M,Singapore,ay1819,HISTORY,72.61554113,0.0,History,Global Affairs,716.0,2.0
911,N325119425209,F,Singapore,ay1819,Undecided,80.1562807,0.0,Life Sciences,"Philosophy, Politics and Economics",800.0,2.0
912,N326119424209,M,Singapore,ay1819,PHILOSOPHY,82.63642953,1.0,Philosophy,Psychology,766.0,1.0
913,N328119421209,F,Singapore,ay1819,LITERATURE,76.07793531,0.0,Literature,Anthropology,743.0,2.0
914,N329119418209,F,South Asia,ay1819,PSYCHOLOGY,76.89403081,0.0,Psychology,Literature,720.0,2.0
915,N330119408209,F,North America,ay1819,GLOBAL AFFAIRS,75.51401413,0.0,Global Affairs,"Philosophy, Politics and Economics",700.0,2.0
916,N331119405209,M,North America,ay1819,GLOBAL AFFAIRS,74.57324921,0.0,Global Affairs,"Philosophy, Politics and Economics",780.0,2.0
917,N332119401209,F,Singapore,ay1819,PHILOSOPHY,75.09617861,0.0,Philosophy,Literature,724.0,2.0
918,N333119402209,F,East Asia,ay1819,PSYCHOLOGY,78.55847726,0.0,Psychology,History,780.0,2.0
919,N334119425209,M,Singapore,ay1819,GLOBAL AFFAIRS,74.85379781,0.0,Global Affairs,"Philosophy, Politics and Economics",720.0,2.0
920,N335119424209,F,North America,ay1819,ENVIRONMENTAL STUDIES,81.35349032,1.0,Environmental Studies,Economics,780.0,3.0
921,N336119423209,M,Singapore,ay1819,PSYCHOLOGY,76.32589328,0.0,Psychology,Economics,730.0,1.0
922,N337119421209,M,Singapore,ay1819,LIFE SCIENCES,80.57837674,1.0,Life Sciences,Undeclared,720.0,1.0
923,N338119418209,F,Singapore,ay1819,GLOBAL AFFAIRS,75.13535819,0.0,Global Affairs,Environmental Studies,736.0,2.0
924,N339119414209,F,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",59.00728008,0.0,"Philosophy, Politics and Economics",Urban Studies,690.0,2.0
925,N340119405209,M,Southeast Asia,ay1819,ECONOMICS,76.31999674,0.0,Economics,Undecided,720.0,2.0
926,N342119402209,M,East Asia,ay1819,GLOBAL AFFAIRS,69.88258987,0.0,Global Affairs,History,710.0,2.0
927,N343119425209,F,Southeast Asia,ay1819,PSYCHOLOGY,76.8619304,0.0,Psychology,Life Sciences,742.0,1.0
928,N344119424209,M,Singapore,ay1819,ECONOMICS,74.57584613,0.0,Economics,Anthropology,733.0,2.0
929,N345119423209,M,South Asia,ay1819,PHYSICAL SCIENCES,71.55217695,0.0,Physical Sciences,Undecided,710.0,2.0
930,N346119421209,M,South Asia,ay1819,ARTS AND HUMANITIES,71.62540699,0.0,Arts & Humanities,Literature,680.0,2.0
931,N347119418209,M,Europe,ay1819,URBAN STUDIES,77.54919871,0.0,Urban Studies,History,700.0,2.0
932,N348119414209,F,East Asia,ay1819,ANTHROPOLOGY,75.12612769,0.0,Anthropology,Global Affairs,800.0,2.0
933,N349119413209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.67948944,0.0,"Philosophy, Politics and Economics",Global Affairs,737.0,2.0
934,N350119401209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.75991222,0.0,"Philosophy, Politics and Economics",Global Affairs,755.0,2.0
935,N351119402209,M,Singapore,ay1819,PSYCHOLOGY,86.81918968,1.0,Psychology,"Mathematical, Computational and Statistical Sciences",781.0,1.0
936,N352119425209,F,East Asia,ay1819,LIFE SCIENCES,85.26039911,1.0,Life Sciences,Arts & Humanities,790.0,1.0
937,N353119424209,F,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.09941793,0.0,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",719.0,2.0
938,N354119423209,F,Southeast Asia,ay1819,GLOBAL AFFAIRS,83.41369254,1.0,Global Affairs,"Philosophy, Politics and Economics",720.0,1.0
939,N355119421209,F,Singapore,ay1819,ARTS AND HUMANITIES,73.6535801,0.0,Undeclared,Undeclared,714.0,2.0
940,N356119418209,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",69.41137513,0.0,"Mathematical, Computational and Statistical Sciences",Physical Sciences,780.0,1.0
941,N357119414209,M,Singapore,ay1819,PHILOSOPHY,75.06654743,0.0,Philosophy,Arts & Humanities,718.0,2.0
942,N359119412209,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",72.65987957,0.0,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",720.0,1.0
943,N360119402209,M,South Asia,ay1819,Undecided,79.39008889,0.0,Undecided,Economics,780.0,1.0
944,N361119425209,M,Singapore,ay1819,ECONOMICS,81.39077421,0.0,Economics,"Philosophy, Politics and Economics",700.0,3.0
945,N362119424209,F,Singapore,ay1819,ARTS AND HUMANITIES,80.47147611,0.0,Arts & Humanities,Psychology,730.0,1.0
946,N363119423209,M,East Asia,ay1819,ECONOMICS,83.8776888,1.0,Economics,"Philosophy, Politics and Economics",767.0,1.0
947,N364119421209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.20739087,1.0,"Philosophy, Politics and Economics",Global Affairs,770.0,1.0
948,N365119418209,F,East Asia,ay1819,ARTS AND HUMANITIES,78.36757875,0.0,Arts & Humanities,Urban Studies,740.0,2.0
949,N366119414209,F,Singapore,ay1819,LITERATURE,76.71961726,0.0,Literature,Arts & Humanities,744.0,1.0
950,N367119413209,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.26889028,0.0,"Philosophy, Politics and Economics",Philosophy,740.0,4.0
951,N368119412209,F,Singapore,ay1819,LIFE SCIENCES,78.75055278,0.0,Life Sciences,Undecided,740.0,2.0
952,N369119410209,F,Singapore,ay1819,ARTS AND HUMANITIES,85.7172924,1.0,Arts & Humanities,"Philosophy, Politics and Economics",750.0,2.0
953,N371119424209,F,Singapore,ay1819,PSYCHOLOGY,76.08321746,0.0,Psychology,Arts & Humanities,733.0,2.0
954,N372119423209,F,Singapore,ay1819,ANTHROPOLOGY,76.66365168,0.0,Anthropology,History,724.0,1.0
955,N373119421209,M,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.55025618,1.0,"Mathematical, Computational and Statistical Sciences",Economics,740.0,1.0
956,N374119418209,F,Singapore,ay1819,ANTHROPOLOGY,85.56114075,1.0,Anthropology,Arts & Humanities,781.0,1.0
957,N375119414209,M,North America,ay1819,ENVIRONMENTAL STUDIES,85.42618682,1.0,Environmental Studies,Life Sciences,780.0,1.0
958,N376119413209,F,East Asia,ay1819,Undecided,81.58343249,1.0,Undecided,Psychology,780.0,1.0
959,N377119412209,M,North America,ay1819,HISTORY,84.70685295,1.0,History,"Mathematical, Computational and Statistical Sciences",700.0,1.0
960,N379119408209,F,Singapore,ay1819,Undecided,74.69652469,0.0,Undecided,Undecided,721.0,2.0
961,N380119424209,M,Singapore,ay1819,ECONOMICS,84.05024733,1.0,Economics,"Philosophy, Politics and Economics",771.0,1.0
962,N382119421209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.83243202,0.0,"Philosophy, Politics and Economics",Global Affairs,737.0,2.0
963,N383119418209,M,Europe,ay1819,GLOBAL AFFAIRS,81.00109427,1.0,Global Affairs,"Philosophy, Politics and Economics",761.0,1.0
964,N384119414209,F,Singapore,ay1819,HISTORY,84.03018945,1.0,History,Global Affairs,710.0,1.0
965,N319119405212,M,Singapore,ay1819,ENVIRONMENTAL STUDIES,83.69248361,1.0,Environmental Studies,"Philosophy, Politics and Economics",790.0,1.0
966,N320119423212,M,Singapore,ay1819,ARTS AND HUMANITIES,66.80231148,0.0,Arts & Humanities,Undecided,706.0,2.0
967,N321119421212,M,Singapore,ay1819,URBAN STUDIES,79.75202245,0.0,Urban Studies,Arts & Humanities,750.0,1.0
968,N322119418212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.59053311,0.0,"Philosophy, Politics and Economics",Anthropology,756.0,1.0
969,N323119414212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.49810958,0.0,"Philosophy, Politics and Economics",Literature,741.0,2.0
970,N324119413212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.8699989,0.0,"Philosophy, Politics and Economics",Global Affairs,738.0,2.0
971,N325119412212,M,Singapore,ay1819,LITERATURE,82.50638341,1.0,Literature,Anthropology,800.0,1.0
972,N326119410212,M,Singapore,ay1819,ARTS AND HUMANITIES,79.78941579,0.0,Arts & Humanities,Economics,753.0,1.0
973,N327119408212,M,Singapore,ay1819,ARTS AND HUMANITIES,74.81876314,0.0,Arts & Humanities,Economics,736.0,2.0
974,N328119405212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.7570074,0.0,"Philosophy, Politics and Economics",Global Affairs,740.0,2.0
975,N329119401212,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,88.28122203,1.0,Environmental Studies,Economics,788.0,1.0
976,N330119421212,M,Singapore,ay1819,ARTS AND HUMANITIES,81.50286475,1.0,Arts & Humanities,Psychology,765.0,1.0
977,N331119418212,M,Singapore,ay1819,PSYCHOLOGY,82.54469661,1.0,Psychology,"Philosophy, Politics and Economics",764.0,1.0
978,N332119414212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.85908326,0.0,"Philosophy, Politics and Economics",Arts & Humanities,750.0,1.0
979,N333119413212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",82.82953388,1.0,"Philosophy, Politics and Economics",Undecided,765.0,1.0
980,N334119412212,M,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",90.98933964,1.0,"Mathematical, Computational and Statistical Sciences",Psychology,800.0,1.0
981,N376119418216,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",73.52293774,0.0,"Philosophy, Politics and Economics",Global Affairs,728.0,2.0
982,N377119414216,M,Singapore,ay1819,LITERATURE,72.89182804,0.0,Literature,Life Sciences,739.0,2.0
983,N378119413216,F,Singapore,ay1819,ANTHROPOLOGY,79.43691461,1.0,Anthropology,Undecided,765.0,2.0
984,N379119412216,F,Singapore,ay1819,LITERATURE,70.03275603,0.0,Literature,Arts & Humanities,728.0,2.0
985,N380119402216,F,North America,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",58.16707388,0.0,"Philosophy, Politics and Economics",Arts & Humanities,730.0,2.0
986,N314119402219,F,Singapore,ay1819,PSYCHOLOGY,77.03047992,0.0,Psychology,Arts & Humanities,743.0,1.0
987,N316119424219,F,Singapore,ay1819,ARTS AND HUMANITIES,72.02101437,0.0,Arts & Humanities,Undecided,721.0,1.0
988,N317119423219,F,Singapore,ay1819,LIFE SCIENCES,77.3374925,0.0,Life Sciences,Arts & Humanities,790.0,2.0
989,N318119421219,M,East Asia,ay1819,GLOBAL AFFAIRS,76.10765403,0.0,Global Affairs,"Philosophy, Politics and Economics",790.0,1.0
990,N320119408219,F,Singapore,ay1819,LITERATURE,79.31406529,1.0,Literature,Literature,765.0,1.0
991,N322119401219,F,South Asia,ay1819,Undecided,80.08501688,1.0,Undecided,Physical Sciences,760.0,1.0
992,N324119425219,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.60061194,0.0,"Philosophy, Politics and Economics",Economics,640.0,2.0
993,N325119424219,F,Singapore,ay1819,GLOBAL AFFAIRS,75.35657431,0.0,Global Affairs,Psychology,790.0,2.0
994,N399119414221,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.84671126,0.0,"Philosophy, Politics and Economics",Economics,710.0,2.0
995,N300119424222,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.08780212,0.0,"Philosophy, Politics and Economics",Global Affairs,690.0,2.0
