,PIN,Sex,Region,Year,Major,Grade,HSG,IndGrd2,AC1,AC2,SAT
844,N341119405208,F,Europe,ay1819,GLOBAL AFFAIRS,80.40311588,,77.194530815,Global Affairs,"Philosophy, Politics and Economics",680.0
845,N342119401208,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.02139795,1.0,87.4819929725,"Mathematical, Computational and Statistical Sciences",Economics,790.0
846,N343119402208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.01628074,,70.396946,"Philosophy, Politics and Economics",Global Affairs,680.0
847,N344119425208,M,North America,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.66198605,1.0,74.4502156475,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",780.0
848,N345119424208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.74458545,,65.946015745,"Philosophy, Politics and Economics",Global Affairs,
849,N346119423208,F,Singapore,ay1819,LIFE SCIENCES,74.00718703,1.0,66.35327196,Life Sciences,Environmental Studies,750.0
850,N347119421208,M,Singapore,ay1819,ECONOMICS,83.22493115,1.0,82.218658245,Economics,Arts & Humanities,
851,N348119418208,F,Singapore,ay1819,ECONOMICS,75.09895046,2.0,65.0538219175,Economics,Global Affairs,
852,N349119414208,M,Southeast Asia,ay1819,PHYSICAL SCIENCES,77.72026702,,71.3570118075,Physical Sciences,"Mathematical, Computational and Statistical Sciences",760.0
853,N351119401208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.85470498,1.0,71.49309164,"Philosophy, Politics and Economics",Economics,
854,N352119402208,F,South Asia,ay1819,ECONOMICS,88.00392544,1.0,88.7432722025,Economics,Arts & Humanities,800.0
855,N353119425208,M,Singapore,ay1819,URBAN STUDIES,83.53114131,1.0,82.540500485,Urban Studies,Anthropology,
856,N354119424208,F,Europe,ay1819,LIFE SCIENCES,81.11274435,2.0,76.39409693,Life Sciences,Psychology,
857,N355119423208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.0803827,1.0,72.068991675,"Philosophy, Politics and Economics",Economics,780.0
858,N356119421208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.00138709,1.0,69.97396326,"Philosophy, Politics and Economics",Global Affairs,720.0
859,N357119418208,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.98405601,,72.2065920875,"Philosophy, Politics and Economics",Global Affairs,700.0
860,N358119414208,F,Singapore,ay1819,LITERATURE,69.93904690000001,2.0,64.7640821275,Literature,Literature,
861,N359119413208,M,North America,ay1819,LIFE SCIENCES,78.83976012,2.0,80.8599761975,Life Sciences,Arts & Humanities,700.0
862,N360119401208,M,South Asia,ay1819,LIFE SCIENCES,81.50159841,1.0,77.247978115,Life Sciences,"Mathematical, Computational and Statistical Sciences",760.0
863,N361119402208,M,Singapore,ay1819,HISTORY,80.03652803,,79.9892643175,History,"Philosophy, Politics and Economics",760.0
864,N362119425208,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.03459874,,68.12826946,"Philosophy, Politics and Economics",Economics,720.0
865,N363119424208,F,Singapore,ay1819,LITERATURE,75.14816257,,67.6298601225,Literature,Anthropology,
866,N364119423208,F,Singapore,ay1819,ARTS AND HUMANITIES,74.71603529,1.0,79.8559128725,Arts & Humanities,"Philosophy, Politics and Economics",790.0
867,N365119421208,M,Singapore,ay1819,ENVIRONMENTAL STUDIES,83.78095606,,80.5259881275,Environmental Studies,Life Sciences,
868,N366119418208,M,Other,ay1819,LIFE SCIENCES,79.07209783,,73.6658444925,Life Sciences,Life Sciences,800.0
869,N367119414208,M,North America,ay1819,URBAN STUDIES,82.07795873,,77.32713425,Urban Studies,Economics,760.0
870,N368119413208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.08755956,,63.874118485,"Philosophy, Politics and Economics",Global Affairs,640.0
871,N369119412208,F,East Asia,ay1819,ENVIRONMENTAL STUDIES,82.89375168,,85.21058453,Environmental Studies,"Philosophy, Politics and Economics",800.0
872,N370119402208,M,Other,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",79.19828755,,72.22218306,"Mathematical, Computational and Statistical Sciences",Physical Sciences,740.0
873,N371119425208,M,Other,ay1819,ECONOMICS,70.33519824,,64.4414643825,Economics,"Philosophy, Politics and Economics",790.0
874,N372119424208,M,Europe,ay1819,ECONOMICS,76.39220291,1.0,72.9289165375,Economics,"Mathematical, Computational and Statistical Sciences",750.0
875,N373119423208,F,Singapore,ay1819,ECONOMICS,82.25886177,1.0,83.701622655,Economics,Global Affairs,
876,N376119414208,F,North America,ay1819,GLOBAL AFFAIRS,77.02458097,,73.49039013,Global Affairs,Anthropology,710.0
878,N378119412208,M,Singapore,ay1819,ECONOMICS,76.82503392,1.0,78.8053299225,Economics,Global Affairs,800.0
879,N379119410208,F,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.64648186,1.0,90.760097,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",800.0
880,N380119425208,M,East Asia,ay1819,ECONOMICS,85.47238865,,89.90274464,Economics,"Philosophy, Politics and Economics",800.0
882,N382119423208,M,Singapore,ay1819,LITERATURE,78.6366339,2.0,72.31581924,Literature,Psychology,
883,N383119421208,F,South Asia,ay1819,GLOBAL AFFAIRS,74.03627322,,64.732222475,Global Affairs,Arts & Humanities,680.0
884,N384119418208,F,Singapore,ay1819,LITERATURE,76.25198794,1.0,69.812455845,Literature,"Philosophy, Politics and Economics",690.0
885,N385119414208,F,North America,ay1819,GLOBAL AFFAIRS,67.76557776,,55.6928635175,Undeclared,Undeclared,
886,N386119413208,M,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.85931655,2.0,78.740574835,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",770.0
887,N387119412208,F,Singapore,ay1819,ARTS AND HUMANITIES,71.23109151,3.0,56.0935173275,Arts & Humanities,Anthropology,
888,N388119410208,M,Singapore,ay1819,ECONOMICS,89.43736685,1.0,92.23978328,Economics,"Philosophy, Politics and Economics",
889,N389119408208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.20942248,2.0,69.78086199,"Philosophy, Politics and Economics",Undecided,
890,N390119424208,M,Singapore,ay1819,PSYCHOLOGY,68.12093709999999,,62.65040264,Psychology,Philosophy,
891,N391119423208,F,Singapore,ay1819,LITERATURE,76.97418998,1.0,66.6331816975,Literature,Arts & Humanities,
892,N392119421208,M,Singapore,ay1819,ECONOMICS,77.81693877,1.0,63.852968265,Economics,Life Sciences,
893,N393119418208,F,Singapore,ay1819,Undecided,78.12472523,1.0,76.6757389875,Undecided,Undecided,
894,N394119414208,M,South Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.71792121,,70.6440621175,"Philosophy, Politics and Economics",Economics,710.0
895,N396119412208,M,Singapore,ay1819,PHILOSOPHY,81.9965037,1.0,84.4521975575,Philosophy,"Mathematical, Computational and Statistical Sciences",
896,N397119410208,F,Singapore,ay1819,LITERATURE,78.40684426,1.0,78.5860234275,Literature,Arts & Humanities,
897,N398119408208,M,Europe,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.0895036,,84.650188615,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences",740.0
898,N399119405208,M,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.47626382,,76.2481988525,"Mathematical, Computational and Statistical Sciences",Undecided,770.0
899,N300119413209,M,South Asia,ay1819,ECONOMICS,78.60165545,,65.37550887,Economics,"Philosophy, Politics and Economics",710.0
900,N301119412209,F,South Asia,ay1819,ECONOMICS,78.60190998,,71.456198525,Economics,Life Sciences,740.0
901,N302119410209,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.32445779,2.0,70.1745088675,"Mathematical, Computational and Statistical Sciences",Economics,770.0
902,N303119408209,F,Singapore,ay1819,ANTHROPOLOGY,73.30359116,,59.583271825,Anthropology,Urban Studies,
903,N304119405209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",71.38385289,,57.3747933825,"Philosophy, Politics and Economics",Arts & Humanities,
904,N305119401209,F,Singapore,ay1819,ANTHROPOLOGY,78.4103131,,74.42982339,Anthropology,Environmental Studies,720.0
905,N306119402209,M,Singapore,ay1819,HISTORY,72.15300642,3.0,54.2744112875,History,Global Affairs,
906,N307119425209,M,East Asia,ay1819,Undecided,74.07287839,,64.90482745,Undecided,Undecided,760.0
907,N308119424209,F,Singapore,ay1819,PSYCHOLOGY,76.73771412,1.0,75.1189263875,Psychology,Economics,
908,N309119423209,F,Singapore,ay1819,ANTHROPOLOGY,75.02702342,2.0,66.6325142675,Anthropology,Arts & Humanities,
909,N310119412209,F,Other,ay1819,GLOBAL AFFAIRS,74.59054991,,71.4333611775,Global Affairs,History,660.0
910,N311119410209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.40245523,,71.040674905,"Philosophy, Politics and Economics",Global Affairs,690.0
911,N312119408209,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,76.51169327,,73.111470185,Environmental Studies,"Philosophy, Politics and Economics",
912,N313119405209,F,North America,ay1819,PSYCHOLOGY,78.87573495,4.0,69.3723153375,Psychology,Philosophy,790.0
913,N314119401209,F,Singapore,ay1819,PSYCHOLOGY,76.24724811,1.0,69.9917699075,Psychology,Environmental Studies,
914,N315119402209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.57239847,2.0,81.7994853775,"Philosophy, Politics and Economics",Literature,
915,N316119425209,F,Singapore,ay1819,ANTHROPOLOGY,76.26374503,,63.936852155,Anthropology,Arts & Humanities,
916,N317119424209,M,Singapore,ay1819,HISTORY,75.87468596,1.0,67.981655375,History,Literature,
917,N318119423209,M,Singapore,ay1819,ANTHROPOLOGY,78.94411896,,62.9435536675,Anthropology,"Philosophy, Politics and Economics",
918,N319119421209,F,North America,ay1819,GLOBAL AFFAIRS,84.56822207,1.0,78.67642197,Global Affairs,"Philosophy, Politics and Economics",730.0
919,N320119410209,F,Other,ay1819,GLOBAL AFFAIRS,71.78325383,,57.7335121825,Global Affairs,"Philosophy, Politics and Economics",740.0
920,N321119408209,M,East Asia,ay1819,ENVIRONMENTAL STUDIES,79.47462474,1.0,89.6877847275,Environmental Studies,Economics,800.0
921,N322119405209,M,Southeast Asia,ay1819,ECONOMICS,85.78031262,3.0,85.5754645575,Economics,"Philosophy, Politics and Economics",770.0
922,N323119401209,F,Singapore,ay1819,Undecided,86.93582636,1.0,81.87129971,Undecided,Undecided,
923,N324119402209,M,Singapore,ay1819,HISTORY,72.61554113,2.0,60.8414666025,History,Global Affairs,
924,N325119425209,F,Singapore,ay1819,Undecided,80.1562807,,71.580250665,Life Sciences,"Philosophy, Politics and Economics",800.0
925,N326119424209,M,Singapore,ay1819,PHILOSOPHY,82.63642953,1.0,82.665404045,Philosophy,Psychology,
927,N328119421209,F,Singapore,ay1819,LITERATURE,76.07793531,,72.83881281,Literature,Anthropology,
928,N329119418209,F,South Asia,ay1819,PSYCHOLOGY,76.89403081,2.0,70.015506555,Psychology,Literature,720.0
929,N330119408209,F,North America,ay1819,GLOBAL AFFAIRS,75.51401413,,62.8647445675,Global Affairs,"Philosophy, Politics and Economics",700.0
930,N331119405209,M,North America,ay1819,GLOBAL AFFAIRS,74.57324921,,72.6411942775,Global Affairs,"Philosophy, Politics and Economics",780.0
931,N332119401209,F,Singapore,ay1819,PHILOSOPHY,75.09617861,,64.45918049,Philosophy,Literature,
932,N333119402209,F,East Asia,ay1819,PSYCHOLOGY,78.55847726,,72.95300891,Psychology,History,780.0
933,N334119425209,M,Singapore,ay1819,GLOBAL AFFAIRS,74.85379781,2.0,62.50304207,Global Affairs,"Philosophy, Politics and Economics",
934,N335119424209,F,North America,ay1819,ENVIRONMENTAL STUDIES,81.35349032,3.0,79.195240115,Environmental Studies,Economics,780.0
935,N336119423209,M,Singapore,ay1819,PSYCHOLOGY,76.32589328,1.0,62.4178248175,Psychology,Economics,730.0
936,N337119421209,M,Singapore,ay1819,LIFE SCIENCES,80.57837674,,81.8177734525,Life Sciences,Undeclared,720.0
937,N338119418209,F,Singapore,ay1819,GLOBAL AFFAIRS,75.13535819,,69.6222363675,Global Affairs,Environmental Studies,
938,N339119414209,F,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",59.00728008,,38.50749284,"Philosophy, Politics and Economics",Urban Studies,690.0
939,N340119405209,M,Southeast Asia,ay1819,ECONOMICS,76.31999674,,69.74936797,Economics,Undecided,720.0
940,N342119402209,M,East Asia,ay1819,GLOBAL AFFAIRS,69.88258987,,63.716453705,Global Affairs,History,710.0
941,N343119425209,F,Southeast Asia,ay1819,PSYCHOLOGY,76.8619304,1.0,72.3110637575,Psychology,Life Sciences,
942,N344119424209,M,Singapore,ay1819,ECONOMICS,74.57584613,2.0,68.4766185625,Economics,Anthropology,
943,N345119423209,M,South Asia,ay1819,PHYSICAL SCIENCES,71.55217695,,63.653632795,Physical Sciences,Undecided,710.0
944,N346119421209,M,South Asia,ay1819,ARTS AND HUMANITIES,71.62540699,,53.70614135,Arts & Humanities,Literature,680.0
945,N347119418209,M,Europe,ay1819,URBAN STUDIES,77.54919871,,70.4415955225,Urban Studies,History,700.0
946,N348119414209,F,East Asia,ay1819,ANTHROPOLOGY,75.12612769,,63.0401230975,Anthropology,Global Affairs,800.0
947,N349119413209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",77.67948944,2.0,70.2529685375,"Philosophy, Politics and Economics",Global Affairs,
948,N350119401209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.75991222,2.0,78.0646908675,"Philosophy, Politics and Economics",Global Affairs,
949,N351119402209,M,Singapore,ay1819,PSYCHOLOGY,86.81918968,1.0,89.2027496125,Psychology,"Mathematical, Computational and Statistical Sciences",
950,N352119425209,F,East Asia,ay1819,LIFE SCIENCES,85.26039911,1.0,87.5436826725,Life Sciences,Arts & Humanities,790.0
951,N353119424209,F,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.09941793,,62.270542175,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",
952,N354119423209,F,Southeast Asia,ay1819,GLOBAL AFFAIRS,83.41369254,,83.01681312,Global Affairs,"Philosophy, Politics and Economics",720.0
953,N355119421209,F,Singapore,ay1819,ARTS AND HUMANITIES,73.6535801,,59.8686389025,Undeclared,Undeclared,
954,N356119418209,M,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",69.41137513,1.0,64.8771427975,"Mathematical, Computational and Statistical Sciences",Physical Sciences,780.0
955,N357119414209,M,Singapore,ay1819,PHILOSOPHY,75.06654743,,61.76014605,Philosophy,Arts & Humanities,
956,N359119412209,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",72.65987957,,74.5085425025,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",720.0
957,N360119402209,M,South Asia,ay1819,Undecided,79.39008889,,77.499627335,Undecided,Economics,780.0
958,N361119425209,M,Singapore,ay1819,ECONOMICS,81.39077421,3.0,78.2125199175,Economics,"Philosophy, Politics and Economics",700.0
959,N362119424209,F,Singapore,ay1819,ARTS AND HUMANITIES,80.47147611,,76.3893857325,Arts & Humanities,Psychology,730.0
960,N363119423209,M,East Asia,ay1819,ECONOMICS,83.87768879999999,,83.05985078,Economics,"Philosophy, Politics and Economics",
961,N364119421209,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",78.20739087,,84.75606763,"Philosophy, Politics and Economics",Global Affairs,
962,N365119418209,F,East Asia,ay1819,ARTS AND HUMANITIES,78.36757875,,71.8993662575,Arts & Humanities,Urban Studies,740.0
963,N366119414209,F,Singapore,ay1819,LITERATURE,76.71961726,1.0,73.169176935,Literature,Arts & Humanities,
964,N367119413209,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.26889028,4.0,72.6180334875,"Philosophy, Politics and Economics",Philosophy,740.0
965,N368119412209,F,Singapore,ay1819,LIFE SCIENCES,78.75055278,,71.507902305,Life Sciences,Undecided,740.0
966,N369119410209,F,Singapore,ay1819,ARTS AND HUMANITIES,85.7172924,2.0,85.3434007,Arts & Humanities,"Philosophy, Politics and Economics",750.0
967,N371119424209,F,Singapore,ay1819,PSYCHOLOGY,76.08321746,,68.3351987525,Psychology,Arts & Humanities,
968,N372119423209,F,Singapore,ay1819,ANTHROPOLOGY,76.66365168,1.0,64.535095985,Anthropology,History,
969,N373119421209,M,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.55025618,1.0,81.8188015425,"Mathematical, Computational and Statistical Sciences",Economics,740.0
970,N374119418209,F,Singapore,ay1819,ANTHROPOLOGY,85.56114075,1.0,89.54208024,Anthropology,Arts & Humanities,
971,N375119414209,M,North America,ay1819,ENVIRONMENTAL STUDIES,85.42618682,1.0,86.847026675,Environmental Studies,Life Sciences,780.0
972,N376119413209,F,East Asia,ay1819,Undecided,81.58343249,1.0,80.0617168825,Undecided,Psychology,780.0
973,N377119412209,M,North America,ay1819,HISTORY,84.70685295,1.0,83.4383549475,History,"Mathematical, Computational and Statistical Sciences",700.0
975,N379119408209,F,Singapore,ay1819,Undecided,74.69652469,,63.1904735675,Undecided,Undecided,
976,N380119424209,M,Singapore,ay1819,ECONOMICS,84.05024733,1.0,85.0121253675,Economics,"Philosophy, Politics and Economics",
978,N382119421209,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.83243202,,70.3371931475,"Philosophy, Politics and Economics",Global Affairs,
979,N383119418209,M,Europe,ay1819,GLOBAL AFFAIRS,81.00109427,1.0,80.7025347425,Global Affairs,"Philosophy, Politics and Economics",
980,N384119414209,F,Singapore,ay1819,HISTORY,84.03018945,1.0,80.17279824,History,Global Affairs,710.0
981,N319119405212,M,Singapore,ay1819,ENVIRONMENTAL STUDIES,83.69248361,,80.7516038425,Environmental Studies,"Philosophy, Politics and Economics",790.0
982,N320119423212,M,Singapore,ay1819,ARTS AND HUMANITIES,66.80231148,,56.442427965,Arts & Humanities,Undecided,
983,N321119421212,M,Singapore,ay1819,URBAN STUDIES,79.75202245,,76.0177887675,Urban Studies,Arts & Humanities,
984,N322119418212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.59053311,,78.3337326925,"Philosophy, Politics and Economics",Anthropology,
985,N323119414212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.49810958,,71.9881269925,"Philosophy, Politics and Economics",Literature,
986,N324119413212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.86999890000001,,70.6751904325,"Philosophy, Politics and Economics",Global Affairs,
987,N325119412212,M,Singapore,ay1819,LITERATURE,82.50638341,,81.9748161275,Literature,Anthropology,800.0
988,N326119410212,M,Singapore,ay1819,ARTS AND HUMANITIES,79.78941579,,77.1831371025,Arts & Humanities,Economics,
989,N327119408212,M,Singapore,ay1819,ARTS AND HUMANITIES,74.81876314,,69.54784553,Arts & Humanities,Economics,
990,N328119405212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.7570074,,71.58484695,"Philosophy, Politics and Economics",Global Affairs,
991,N329119401212,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,88.28122203,,92.60122914,Environmental Studies,Economics,
992,N330119421212,M,Singapore,ay1819,ARTS AND HUMANITIES,81.50286475,,82.5050362425,Arts & Humanities,Psychology,
993,N331119418212,M,Singapore,ay1819,PSYCHOLOGY,82.54469661,,82.119292845,Psychology,"Philosophy, Politics and Economics",
994,N332119414212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.85908326,,75.6201776825,"Philosophy, Politics and Economics",Arts & Humanities,
995,N333119413212,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",82.82953388,,82.4064634125,"Philosophy, Politics and Economics",Undecided,
996,N334119412212,M,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",90.98933964,,96.182883955,"Mathematical, Computational and Statistical Sciences",Psychology,800.0
997,N376119418216,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",73.52293774,,66.0183448975,"Philosophy, Politics and Economics",Global Affairs,
998,N377119414216,M,Singapore,ay1819,LITERATURE,72.89182804,,71.007430195,Literature,Life Sciences,
999,N378119413216,F,Singapore,ay1819,ANTHROPOLOGY,79.43691461,2.0,82.34996411,Anthropology,Undecided,
1000,N379119412216,F,Singapore,ay1819,LITERATURE,70.03275603,2.0,66.015109205,Literature,Arts & Humanities,
1001,N380119402216,F,North America,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",58.16707388,,48.69009792,"Philosophy, Politics and Economics",Arts & Humanities,730.0
1002,N314119402219,F,Singapore,ay1819,PSYCHOLOGY,77.03047992,1.0,72.850955885,Psychology,Arts & Humanities,
1003,N316119424219,F,Singapore,ay1819,ARTS AND HUMANITIES,72.02101437,1.0,62.9358457625,Arts & Humanities,Undecided,
1004,N317119423219,F,Singapore,ay1819,LIFE SCIENCES,77.33749250000001,,70.7724472975,Life Sciences,Arts & Humanities,790.0
1005,N318119421219,M,East Asia,ay1819,GLOBAL AFFAIRS,76.10765403,1.0,70.5519973075,Global Affairs,"Philosophy, Politics and Economics",790.0
1006,N320119408219,F,Singapore,ay1819,LITERATURE,79.31406529,,82.4402507575,Literature,Literature,
1007,N322119401219,F,South Asia,ay1819,Undecided,80.08501688,1.0,82.11616567,Undecided,Physical Sciences,760.0
1008,N324119425219,F,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.60061194,2.0,75.7949522,"Philosophy, Politics and Economics",Economics,640.0
1009,N325119424219,F,Singapore,ay1819,GLOBAL AFFAIRS,75.35657431,2.0,67.1496628675,Global Affairs,Psychology,790.0
1010,N399119414221,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",79.84671126,2.0,77.596501555,"Philosophy, Politics and Economics",Economics,710.0
1011,N300119424222,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.08780212,,62.538201025,"Philosophy, Politics and Economics",Global Affairs,690.0
